Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
949;-0.0025885114,0.021103494,1.8407423;8.74646E-4,0.082567886,1.9015352;0.027246289,0.45169866,1.9141526;0.011755981,0.6474416,1.9141402;-0.15833752,0.32530266,1.8906418;-0.21732156,0.049210593,1.8376307;-0.22913784,-0.17730615,1.7382996;-0.22862948,-0.22957744,1.7045436;0.18242694,0.31257185,1.8990712;0.24488622,0.033236064,1.8881915;0.26355878,-0.19606365,1.83034;0.26009348,-0.28555,1.8038471;-0.084196426,-0.049347207,1.8202075;-0.18226013,-0.3933761,1.8120035;-0.28049022,-0.6584141,1.820105;-0.30328527,-0.7093974,1.7291685;0.06841611,-0.05846351,1.8308654;0.13715222,-0.38531905,1.833785;0.19633344,-0.6787768,1.8660749;0.22622049,-0.731066,1.7813786;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
980;-0.033714503,0.01828448,1.8380935;-0.030843208,0.07953124,1.8990837;-0.012550008,0.4495243,1.9132698;-0.017836094,0.6455329,1.9116572;-0.19062571,0.32022133,1.8887434;-0.2467736,0.047077157,1.8379743;-0.24636783,-0.17569807,1.7401984;-0.25133705,-0.2425085,1.699957;0.14534864,0.30885646,1.8925613;0.2082676,0.028891578,1.8834718;0.22416906,-0.20086889,1.823588;0.22718625,-0.27822927,1.8002125;-0.11378588,-0.052032705,1.818643;-0.20211393,-0.4002257,1.8119715;-0.28721046,-0.663623,1.8214595;-0.30948013,-0.71577597,1.731091;0.03899393,-0.060635444,1.8268867;0.10673886,-0.38806546,1.8257595;0.18657957,-0.68269676,1.8621883;0.17387107,-0.75915515,1.8326274;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1011;-0.060682416,0.015220874,1.8370113;-0.057214744,0.07684613,1.8980408;-0.03827364,0.44872648,1.9125466;-0.053514935,0.6430997,1.9088429;-0.22324239,0.31593624,1.8869985;-0.2782336,0.044709235,1.838095;-0.27164418,-0.17530958,1.7410842;-0.27667436,-0.25520185,1.6960589;0.116450705,0.3071227,1.8883027;0.17821589,0.025985887,1.8804821;0.1952341,-0.20424771,1.8203864;0.20463651,-0.27411988,1.7980652;-0.1416663,-0.055823408,1.818142;-0.22177495,-0.40723297,1.8135672;-0.2917926,-0.6673568,1.8227613;-0.31271964,-0.7207935,1.7329403;0.012657696,-0.06300316,1.8252789;0.08291479,-0.3931035,1.8207933;0.17477663,-0.68629706,1.857438;0.16743506,-0.75925434,1.8186631;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1042;-0.08858945,0.01333331,1.8374935;-0.085970275,0.07543756,1.8983278;-0.07644814,0.44863605,1.9110268;-0.08118423,0.6427248,1.9070504;-0.25353494,0.31426987,1.8863082;-0.30917728,0.04292676,1.8384093;-0.30402002,-0.17610621,1.7414299;-0.29709768,-0.25030065,1.6988714;0.08482454,0.30689955,1.8844304;0.149574,0.024841996,1.8783697;0.16260931,-0.20637876,1.818985;0.1653029,-0.28375986,1.7927614;-0.16841581,-0.058597013,1.8195391;-0.24154614,-0.41209698,1.8169339;-0.29596642,-0.67072797,1.8247304;-0.31544456,-0.7248117,1.7351301;-0.013813795,-0.0640642,1.8252774;0.060563426,-0.39841256,1.8172523;0.16048132,-0.68742454,1.8506114;0.1609302,-0.7555551,1.7992105;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1074;-0.1118709,0.013236537,1.839186;-0.109002665,0.07580344,1.8995322;-0.101063356,0.44923484,1.9096463;-0.11540489,0.6444215,1.9029298;-0.29113892,0.31556258,1.8875803;-0.33249518,0.03925639,1.8378915;-0.3301691,-0.18079151,1.7416291;-0.32381645,-0.24175043,1.7045299;0.05890782,0.3078673,1.881804;0.12071881,0.025644908,1.8768363;0.13175875,-0.20644212,1.8178784;0.13827549,-0.2891523,1.7890428;-0.19218542,-0.060576294,1.822036;-0.25942296,-0.41546306,1.8223014;-0.3017214,-0.67567915,1.8296812;-0.3183987,-0.7283097,1.7377403;-0.03596942,-0.063436106,1.8270622;0.039590493,-0.40326378,1.8146008;0.14181302,-0.6853712,1.8404416;0.15040544,-0.7427931,1.7628286;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1120;-0.13610674,0.015670747,1.8420033;-0.13295272,0.0786258,1.9016479;-0.12663476,0.45108593,1.9079756;-0.1409568,0.64688194,1.9001722;-0.31376076,0.31812656,1.8889729;-0.36339045,0.041655857,1.840297;-0.35174215,-0.18062447,1.7461017;-0.348333,-0.23294142,1.7122431;0.03178956,0.3120017,1.8801569;0.0947667,0.029202469,1.8752328;0.10361495,-0.20369832,1.8175226;0.11321227,-0.29107243,1.785873;-0.2148982,-0.05974892,1.8252366;-0.2773491,-0.41697833,1.82945;-0.30955574,-0.6816521,1.8367817;-0.3219242,-0.73221207,1.7415291;-0.06100521,-0.06030976,1.8308333;0.018928634,-0.40450066,1.8121752;0.109818645,-0.67847896,1.8241894;0.12670068,-0.7285364,1.730884;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1136;-0.15643796,0.018753592,1.84505;-0.15325066,0.08228715,1.9040384;-0.14921142,0.45457202,1.9065433;-0.1615862,0.65007657,1.8986589;-0.33611506,0.32207197,1.8908124;-0.3817622,0.043735478,1.8425179;-0.37294367,-0.18026862,1.7539842;-0.38077727,-0.23416461,1.7202744;0.0093184,0.31750435,1.8790781;0.071588196,0.033730138,1.8737507;0.082560256,-0.20036483,1.8172705;0.09447119,-0.29091132,1.7833505;-0.23470706,-0.0578395,1.8290523;-0.2901365,-0.41747802,1.8349808;-0.31525955,-0.68550086,1.8418256;-0.3248783,-0.73519385,1.7448301;-0.08104746,-0.056906134,1.8344573;0.0019726604,-0.40589532,1.809644;0.082400486,-0.67164844,1.8114746;0.10203883,-0.7179038,1.7105471;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1183;-0.17478928,0.02278711,1.848028;-0.1713363,0.08685362,1.9063584;-0.16705905,0.45862725,1.9054002;-0.18114094,0.653702,1.8975378;-0.35404444,0.3259904,1.8923556;-0.3979224,0.046912175,1.845577;-0.39540893,-0.17880592,1.7644627;-0.40222302,-0.23017465,1.7281055;-0.0077633797,0.32209006,1.8785183;0.054237947,0.037257973,1.8723402;0.062938266,-0.19700268,1.8158923;0.07445941,-0.281537,1.7820625;-0.25380525,-0.054687638,1.8332206;-0.29978982,-0.41777077,1.8394479;-0.32008308,-0.68852776,1.8459492;-0.32766825,-0.7378062,1.747992;-0.09868601,-0.05277024,1.8377067;-0.020262236,-0.40774012,1.8046297;0.04658411,-0.66555613,1.7991275;0.0648945,-0.7108662,1.6958896;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1214;-0.1890798,0.026156876,1.8504697;-0.18605494,0.09085128,1.9083946;-0.18596856,0.46358755,1.9047209;-0.20305866,0.6584871,1.8967137;-0.36934966,0.33009908,1.8936647;-0.4122732,0.051418953,1.8494889;-0.41876084,-0.17553943,1.7760164;-0.4222238,-0.22763634,1.7360055;-0.025999617,0.3281556,1.8782105;0.03840361,0.042230394,1.8710638;0.04601173,-0.1921533,1.8142917;0.056861866,-0.27070266,1.7814842;-0.26714632,-0.052327886,1.836367;-0.3066636,-0.4182284,1.8428637;-0.32412782,-0.6907969,1.8491398;-0.33042625,-0.73998624,1.7508643;-0.11297121,-0.04881456,1.8403482;-0.039106898,-0.40926117,1.7997899;0.006039096,-0.6583627,1.78886;0.019937437,-0.70482033,1.6869944;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1245;-0.19974561,0.028792473,1.8522186;-0.19735377,0.09400342,1.9098582;-0.2018349,0.46741697,1.9041227;-0.21714321,0.6617983,1.8963531;-0.38314152,0.33366156,1.8947966;-0.42719474,0.055672504,1.8546207;-0.43884104,-0.17316969,1.785572;-0.4398961,-0.22583999,1.7436819;-0.039921604,0.3329074,1.8782033;0.024066476,0.046497338,1.8696607;0.031538516,-0.18813652,1.8126214;0.041111067,-0.2605805,1.7809104;-0.27684903,-0.05053448,1.8386531;-0.31233028,-0.41960472,1.845985;-0.3271509,-0.6922378,1.8514043;-0.33268678,-0.74153465,1.7531675;-0.12315333,-0.04579458,1.8421412;-0.058239795,-0.41139194,1.7948738;-0.0393138,-0.6530546,1.780892;-0.032388583,-0.7012462,1.6816788;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1277;-0.20890313,0.030893851,1.8535374;-0.20710826,0.09656263,1.9109381;-0.21536303,0.4708223,1.9036821;-0.23164454,0.66623735,1.8961112;-0.39564577,0.33639857,1.8956937;-0.439836,0.05874137,1.8597591;-0.46032017,-0.1712373,1.7944593;-0.4610173,-0.22458959,1.754432;-0.053236924,0.33761126,1.8783475;0.011327766,0.051330164,1.8682;0.019511277,-0.18373959,1.8112508;0.02950259,-0.25408876,1.7801136;-0.28517243,-0.049233764,1.8405392;-0.31779942,-0.42289796,1.8491288;-0.32935992,-0.6933347,1.853172;-0.33445832,-0.7428548,1.755204;-0.13181117,-0.0431159,1.8434185;-0.081773825,-0.41598615,1.7896215;-0.073990665,-0.65080285,1.7778896;-0.07612767,-0.70133966,1.6818904;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1308;-0.21757841,0.03252339,1.8544245;-0.21600272,0.098507725,1.9116461;-0.22600257,0.47337842,1.9035622;-0.24569762,0.6697878,1.896031;-0.40656346,0.33830565,1.8965153;-0.4520518,0.061985515,1.8656079;-0.47853577,-0.16885829,1.8022674;-0.47743502,-0.22571911,1.7638665;-0.06436577,0.3410962,1.878325;0.0012768246,0.055424802,1.8669286;0.01040321,-0.17999671,1.8099878;0.019538986,-0.25063702,1.7789435;-0.2934932,-0.048380245,1.8421612;-0.32242033,-0.42656028,1.8517121;-0.33092856,-0.69406646,1.8544565;-0.33580446,-0.74382704,1.7568496;-0.140011,-0.040705524,1.8440224;-0.10764578,-0.4210154,1.7857183;-0.1093239,-0.6534163,1.777976;-0.104487434,-0.703134,1.6820315;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1339;-0.22595496,0.03397594,1.8548241;-0.22436057,0.10010869,1.9119408;-0.23593697,0.47525075,1.9035865;-0.25769553,0.67180073,1.8961571;-0.41748348,0.33961812,1.8978999;-0.46081284,0.064002424,1.8699414;-0.48941663,-0.16768478,1.807505;-0.48937127,-0.22824897,1.7714072;-0.073937066,0.3438022,1.8782384;-0.0073291752,0.05896915,1.8658437;0.0021483698,-0.17641221,1.8083503;0.009930007,-0.24871467,1.7773919;-0.30149636,-0.047685288,1.8433418;-0.32702395,-0.43038484,1.8536999;-0.3321203,-0.6945009,1.8554264;-0.3368611,-0.7445038,1.7581863;-0.14789322,-0.038490638,1.843897;-0.13171309,-0.42517298,1.784902;-0.13689987,-0.65778154,1.7801661;-0.13001671,-0.70672,1.6840674;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1370;-0.23435609,0.03493746,1.8546811;-0.23250835,0.1011319,1.9118142;-0.24468236,0.47658134,1.9038088;-0.26733044,0.6730006,1.8964956;-0.42639476,0.34026536,1.8992362;-0.46766162,0.065139934,1.873382;-0.49793315,-0.16730404,1.8126937;-0.49993867,-0.23166765,1.7796926;-0.08119179,0.34545282,1.8781205;-0.014360298,0.061695453,1.8648875;-0.006141645,-0.17329302,1.806608;3.8108323E-4,-0.24812616,1.7758332;-0.3101542,-0.047305144,1.8439682;-0.33793795,-0.4622209,1.858502;-0.3335522,-0.7031934,1.8579994;-0.35929534,-0.780904,1.8196348;-0.15564853,-0.036994442,1.8430244;-0.17159362,-0.43719938,1.7915188;-0.16296157,-0.669905,1.7870474;-0.15278542,-0.7151081,1.6890479;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1417;-0.24289133,0.035370696,1.8541033;-0.24067384,0.10153463,1.9113729;-0.25344622,0.477329,1.9044254;-0.2763907,0.6734883,1.8970445;-0.43314713,0.34065282,1.9005278;-0.47524643,0.0661878,1.8774582;-0.50815964,-0.16713986,1.8212365;-0.5093513,-0.23542142,1.7884623;-0.087511785,0.34643602,1.8778771;-0.019941686,0.063770324,1.8640492;-0.013645971,-0.17099413,1.8049953;-0.00894882,-0.24867433,1.77416;-0.31871936,-0.04709247,1.8441358;-0.34143972,-0.46869636,1.8596196;-0.33468398,-0.7051643,1.8590608;-0.36060128,-0.78346753,1.8196895;-0.16389616,-0.03621085,1.8414044;-0.19434828,-0.44334924,1.7974387;-0.18567899,-0.67998534,1.7950835;-0.21116199,-0.7484129,1.7502416;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1449;-0.250038,0.03541299,1.853304;-0.24726498,0.101482555,1.910777;-0.26032504,0.4774504,1.9050783;-0.28523576,0.6728733,1.8975905;-0.43965617,0.34013918,1.9022317;-0.48174,0.06549918,1.8809863;-0.5146607,-0.16848049,1.8269421;-0.51617134,-0.23867267,1.7953928;-0.094661005,0.34712207,1.8774105;-0.02435817,0.065368645,1.8633451;-0.019743277,-0.16932386,1.80367;-0.016829899,-0.2495284,1.7726346;-0.32572162,-0.04723217,1.8440628;-0.34333745,-0.4723007,1.8595281;-0.3354778,-0.706262,1.8597394;-0.36007476,-0.78112555,1.8126771;-0.17139882,-0.03572674,1.8392539;-0.21250477,-0.4488624,1.8039727;-0.21011291,-0.69075364,1.8063923;-0.18434764,-0.747388,1.7653174;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1480;-0.25571766,0.03521459,1.8524251;-0.25241232,0.101167016,1.9101393;-0.26531798,0.477319,1.9057163;-0.29159,0.6721421,1.8981773;-0.444302,0.33957618,1.9036791;-0.4864055,0.064321816,1.8835181;-0.51975286,-0.17041798,1.8318728;-0.5210009,-0.24148108,1.8005942;-0.10021661,0.3474603,1.8770341;-0.028068613,0.066660285,1.862726;-0.02530284,-0.16806483,1.802557;-0.023156047,-0.2504542,1.7714084;-0.33112785,-0.0474738,1.8437917;-0.34356135,-0.47306943,1.8577371;-0.336128,-0.70677346,1.8599632;-0.39359617,-0.76761985,1.8385124;-0.17775045,-0.035543144,1.837001;-0.22540595,-0.4529608,1.8086457;-0.23320876,-0.69872427,1.8183827;-0.18985438,-0.74048126,1.7813851;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
