Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
1271;-0.17701785,-0.13778841,1.5971872;-0.1867598,-0.08231869,1.657441;-0.1900693,0.27763557,1.7193863;-0.20204319,0.47240254,1.7250742;-0.36673772,0.15536839,1.6724539;-0.44095644,-0.05458114,1.6748371;-0.36763793,-0.2710732,1.5470115;-0.3508143,-0.33768624,1.514716;-0.013976593,0.14033116,1.7261941;0.17493579,0.022261841,1.7146707;0.23712504,0.19558634,1.6899326;0.22157404,0.25272918,1.6830409;-0.25410646,-0.2122582,1.5590684;-0.29684225,-0.5414806,1.5471646;-0.33963344,-0.87142897,1.525196;-0.33443055,-0.9129955,1.4379544;-0.096138984,-0.21631825,1.5856664;-0.067758635,-0.5364055,1.5157554;-0.039834123,-0.866253,1.433548;-0.021860063,-0.88983965,1.3416618;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1303;-0.17710973,-0.13777752,1.5972935;-0.18689954,-0.08241829,1.6578002;-0.19014877,0.27775246,1.7197871;-0.20176767,0.47253397,1.7259289;-0.36679667,0.15535873,1.6726204;-0.44104084,-0.054609515,1.6749192;-0.36933702,-0.27039498,1.5483991;-0.35272062,-0.3369744,1.516579;-0.013970834,0.1403496,1.7263045;0.17027877,0.023198396,1.7170838;0.15146232,0.25333259,1.7036464;0.114388175,0.30429944,1.6995875;-0.25420138,-0.21229166,1.5591877;-0.2969027,-0.5414737,1.547363;-0.34006155,-0.87390757,1.5254579;-0.33480984,-0.9156862,1.4378573;-0.09622461,-0.2162477,1.5857257;-0.06810858,-0.53632474,1.515836;-0.040543467,-0.86902773,1.4328209;-0.022496227,-0.89259213,1.34045;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1334;-0.17717598,-0.13776918,1.597374;-0.18700361,-0.08251688,1.6581278;-0.1901118,0.27788916,1.7202215;-0.201042,0.47265628,1.7267528;-0.36647427,0.15535223,1.6727396;-0.44109994,-0.05463104,1.6749784;-0.3705378,-0.26996619,1.5494885;-0.35376433,-0.33685014,1.5180211;-0.013322239,0.14061438,1.7267473;0.16636626,0.024939492,1.7186762;0.06671782,0.28806764,1.7116857;3.287024E-4,0.3090774,1.7192876;-0.25427112,-0.21232012,1.55928;-0.29695487,-0.5414677,1.5475365;-0.340585,-0.87680185,1.5257097;-0.33524135,-0.918814,1.4377522;-0.09628746,-0.21618749,1.5857624;-0.06846626,-0.5361387,1.5158656;-0.041257046,-0.87221235,1.431816;-0.023091763,-0.8957405,1.3389623;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1365;-0.17721114,-0.13774419,1.5974481;-0.18705186,-0.08257266,1.65845;-0.19001731,0.27802375,1.7206287;-0.20015447,0.47276455,1.7274193;-0.36596557,0.15535112,1.6728076;-0.44113943,-0.054645266,1.675021;-0.37136784,-0.26971835,1.5503772;-0.3541514,-0.33713853,1.519124;-0.008859425,0.14537536,1.7300267;0.16315475,0.02741496,1.7193093;0.036966108,0.30374742,1.7154139;-0.044787534,0.3181847,1.7273451;-0.25431648,-0.21233617,1.5593535;-0.29700035,-0.54146194,1.5476892;-0.34121266,-0.87993056,1.5259037;-0.33574197,-0.92216116,1.4375931;-0.096296325,-0.21609364,1.5857815;-0.06878087,-0.53590286,1.5158721;-0.042005867,-0.8755363,1.4307125;-0.023700546,-0.899035,1.3373977;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1396;-0.17722566,-0.13772234,1.5975102;-0.1870713,-0.08263132,1.6587564;-0.18990065,0.2781475,1.7209984;-0.19910829,0.47285,1.7279308;-0.3653169,0.15534347,1.6728157;-0.4411671,-0.054658078,1.6750553;-0.37191248,-0.26961088,1.5511097;-0.3540584,-0.33768734,1.5199275;-0.0057888995,0.14863758,1.732244;0.16008839,0.030527331,1.719081;0.024849234,0.2951004,1.7233711;-0.040816806,0.2717474,1.7029855;-0.2543409,-0.21235532,1.559417;-0.2970407,-0.5414563,1.5478245;-0.3419608,-0.88340026,1.5260649;-0.3363569,-0.9258435,1.4374009;-0.096273646,-0.21600243,1.5857831;-0.06906211,-0.5357104,1.5158641;-0.042788737,-0.8791591,1.429578;-0.024338454,-0.90265006,1.3358175;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1443;-0.17722632,-0.13771987,1.5975567;-0.18707119,-0.082722634,1.6590415;-0.18977469,0.27825752,1.721332;-0.1980893,0.47290933,1.7282995;-0.36448753,0.15533432,1.6727598;-0.44118413,-0.054677546,1.6750957;-0.37224188,-0.26960602,1.5517346;-0.3536663,-0.3383467,1.520504;-0.0044472534,0.1497835,1.7331523;0.15781544,0.03320435,1.7186397;0.096921265,0.24866262,1.7149142;0.050755396,0.28535265,1.7126818;-0.25434452,-0.21238567,1.5594709;-0.29707715,-0.54144955,1.5479459;-0.34281337,-0.8871854,1.526229;-0.33707353,-0.92985165,1.4372206;-0.096242175,-0.21594082,1.5857737;-0.06931195,-0.5355324,1.51585;-0.043477207,-0.883099,1.4284369;-0.024863608,-0.9066017,1.3342515;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1474;-0.17721844,-0.13772643,1.5975951;-0.18706852,-0.082827896,1.6593133;-0.18965586,0.27835158,1.721627;-0.19718812,0.47294232,1.7285355;-0.3637254,0.15532823,1.6726977;-0.4411952,-0.054712728,1.6751751;-0.3724196,-0.2696553,1.5522821;-0.35313812,-0.33898053,1.5209172;-0.0036324905,0.15030777,1.7337228;0.15647024,0.035152536,1.7182922;0.11815124,0.25128028,1.7083238;0.10667001,0.30377084,1.6980522;-0.2543366,-0.2124217,1.5595187;-0.2971104,-0.541443,1.548056;-0.3436827,-0.89112073,1.5263752;-0.337785,-0.9340006,1.4370375;-0.09620868,-0.21589611,1.585759;-0.06954066,-0.53537905,1.515833;-0.04407718,-0.8871732,1.4273474;-0.025277065,-0.91070324,1.332769;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1506;-0.17720677,-0.13774072,1.5976282;-0.18707038,-0.08294671,1.6595774;-0.18957195,0.27843255,1.7218907;-0.19642012,0.4729659,1.7286892;-0.36307088,0.15532334,1.6726341;-0.44134045,-0.05493509,1.6757324;-0.3723654,-0.26986796,1.5530288;-0.3525871,-0.33950153,1.521223;-0.0032019492,0.150245,1.734075;0.1560112,0.036557376,1.7181962;0.1945396,0.22386989,1.6933649;0.19556038,0.25584018,1.6871353;-0.25432146,-0.21246141,1.5595618;-0.29714233,-0.5414361,1.5481546;-0.3445453,-0.89508086,1.5264878;-0.3384895,-0.93815506,1.4368377;-0.0961772,-0.21586314,1.5857434;-0.069799006,-0.5351895,1.5158066;-0.04467298,-0.89124596,1.426264;-0.025692414,-0.9148049,1.3313216;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1537;-0.17719519,-0.13776419,1.5976601;-0.18708764,-0.083085135,1.6598452;-0.18952723,0.27849257,1.7221229;-0.19587645,0.47297367,1.7287227;-0.36258686,0.15531895,1.6725786;-0.441601,-0.05518033,1.6764348;-0.37366223,-0.27012205,1.5547367;-0.35341495,-0.34005228,1.5223547;-0.0031741792,0.14978017,1.7342703;0.1583332,0.038739994,1.7190211;0.28122434,0.18980864,1.6789017;0.28428426,0.25669196,1.6646245;-0.25430498,-0.21250635,1.5596;-0.29717278,-0.54142606,1.5482458;-0.34516463,-0.8978928,1.5265756;-0.3389757,-0.94108576,1.436713;-0.09615547,-0.21584365,1.5857369;-0.07000912,-0.5349836,1.5157977;-0.044964135,-0.8940997,1.4254988;-0.025828477,-0.91764975,1.3303162;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1568;-0.1771902,-0.13778673,1.5976944;-0.18713455,-0.08322329,1.6601223;-0.18954024,0.2785284,1.722309;-0.19556385,0.4729608,1.7286307;-0.36227575,0.15531228,1.6725394;-0.44204408,-0.055524305,1.6774943;-0.3738288,-0.27020124,1.55533;-0.353049,-0.34035572,1.5225912;-0.0035344001,0.14922537,1.7344177;0.16249976,0.04165459,1.7208493;0.33812428,0.16481143,1.6701481;0.3623253,0.25787264,1.6450002;-0.2542918,-0.21255116,1.5596384;-0.29720885,-0.5414102,1.5483303;-0.34566736,-0.9000458,1.5266187;-0.33936128,-0.9433213,1.4365779;-0.09614277,-0.21582629,1.5857383;-0.070158914,-0.5348304,1.5157976;-0.045063645,-0.8961836,1.4249244;-0.025786018,-0.9197296,1.3295479;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1599;-0.17720503,-0.137801,1.5977436;-0.18724507,-0.08334091,1.660434;-0.18974157,0.2785438,1.7224933;-0.19543943,0.47292566,1.7283357;-0.3621068,0.15531175,1.6725229;-0.4426613,-0.056014538,1.6789106;-0.3739164,-0.27028683,1.5558507;-0.35264385,-0.34061092,1.5227439;-0.0042873663,0.14876667,1.7345204;0.1707986,0.047903188,1.7237138;0.39832696,0.18253517,1.6561126;0.44096845,0.26909906,1.6278685;-0.25429296,-0.21258934,1.5596783;-0.2972521,-0.5413876,1.5484116;-0.34603852,-0.90167946,1.5266298;-0.3396419,-0.9450079,1.4364371;-0.096136265,-0.215798,1.5857625;-0.070289075,-0.53465664,1.515807;-0.04506791,-0.89768,1.4244639;-0.025678504,-0.9212212,1.3289243;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1631;-0.17725533,-0.13780501,1.5978295;-0.1874236,-0.08343541,1.6607915;-0.19018082,0.2785444,1.7226399;-0.19577189,0.47289282,1.7275615;-0.36204663,0.15531637,1.6725086;-0.44341004,-0.056599833,1.6805665;-0.37395054,-0.27037024,1.5563049;-0.35222387,-0.34081656,1.5228273;-0.005303279,0.14844929,1.734542;0.18069072,0.05771396,1.72548;0.39786693,0.1452739,1.6642249;0.48901647,0.24128163,1.6327419;-0.25431323,-0.21262997,1.5597354;-0.29730424,-0.54134977,1.5484934;-0.34631276,-0.9029258,1.5266101;-0.3398456,-0.9462818,1.4362854;-0.09615034,-0.21573919,1.5858446;-0.07038103,-0.5345158,1.5158256;-0.044988543,-0.89876467,1.4241022;-0.025499815,-0.92230237,1.3284197;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1673;-0.1773525,-0.13779368,1.5979525;-0.18765388,-0.08350356,1.6611764;-0.19084647,0.27853072,1.7227197;-0.19692554,0.47277158,1.7260604;-0.36217642,0.15532082,1.6725053;-0.44421053,-0.057222266,1.682311;-0.37394583,-0.27045906,1.5567029;-0.35180187,-0.34099695,1.5228564;-0.0064067035,0.1482582,1.7343781;0.19727843,0.07306495,1.7220242;0.42234483,0.13396336,1.6623058;0.5031584,0.1895242,1.6478395;-0.25438222,-0.21267574,1.5598302;-0.2973675,-0.5412988,1.5485747;-0.34650123,-0.9038861,1.526562;-0.3399894,-0.94725186,1.4361167;-0.09617758,-0.21566918,1.5859542;-0.07044749,-0.5343952,1.5158523;-0.04485868,-0.8995806,1.4238267;-0.025301628,-0.9231117,1.3280209;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1705;-0.17752247,-0.13775201,1.5981213;-0.1879254,-0.08353237,1.661582;-0.19164221,0.27852824,1.7227345;-0.19850403,0.47261575,1.7242117;-0.3625211,0.15532346,1.6725159;-0.4450616,-0.057804,1.6840944;-0.373928,-0.2705406,1.5570667;-0.35142988,-0.34113955,1.5228667;-0.007639446,0.14830473,1.733837;0.20702584,0.081609346,1.7183424;0.44030973,0.12361284,1.6624517;0.5389279,0.15997317,1.6550183;-0.25454772,-0.21272036,1.56;-0.29744703,-0.54123193,1.548659;-0.34661922,-0.9046266,1.5264865;-0.34009498,-0.9479878,1.4359226;-0.096227154,-0.21558262,1.5860844;-0.07050249,-0.53429186,1.5158828;-0.044715334,-0.90018284,1.4236201;-0.025142306,-0.9237026,1.3277119;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1736;-0.177792,-0.13764834,1.5983388;-0.18822084,-0.08350611,1.6619923;-0.1925449,0.2785221,1.722661;-0.20031816,0.47247696,1.7221881;-0.36305103,0.15533663,1.6725477;-0.44585323,-0.05833933,1.6857779;-0.37386033,-0.270647,1.5574491;-0.35102546,-0.34129074,1.5228871;-0.009143731,0.14879338,1.7325728;0.2124604,0.08629896,1.7156951;0.44859827,0.11428809,1.6647204;0.55212325,0.14184313,1.6614333;-0.25485143,-0.212735,1.5602947;-0.2975341,-0.54115206,1.5487508;-0.34666383,-0.90519726,1.5263841;-0.34016323,-0.9485354,1.4356922;-0.09632438,-0.21544226,1.5862277;-0.07055223,-0.534172,1.515933;-0.04453517,-0.9006101,1.423494;-0.025018279,-0.92412233,1.3274978;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1767;-0.17810912,-0.1375176,1.5985713;-0.18850607,-0.083454676,1.662378;-0.19338961,0.27851343,1.7225178;-0.20196533,0.47235337,1.7203531;-0.36364502,0.15535264,1.6725827;-0.44657513,-0.05879402,1.6873289;-0.37610158,-0.27021018,1.5600196;-0.35350066,-0.34059694,1.5251124;-0.010551915,0.14945017,1.7309762;0.21598676,0.088756114,1.7134814;0.45347625,0.10714378,1.666744;0.5562332,0.13019541,1.6662081;-0.25526816,-0.2127362,1.5606985;-0.29763082,-0.54106086,1.5488604;-0.34665877,-0.9056428,1.5262758;-0.34020177,-0.94894385,1.435455;-0.096453615,-0.21527621,1.5863675;-0.07059757,-0.53404385,1.5159999;-0.04431935,-0.9009066,1.4234359;-0.024910154,-0.9244255,1.327348;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1798;-0.17845792,-0.1373669,1.5988048;-0.18879502,-0.08338043,1.6627352;-0.19420907,0.27850702,1.7222991;-0.20337299,0.4722559,1.7186239;-0.36425936,0.1553866,1.6726204;-0.44723642,-0.05916394,1.6887676;-0.3781448,-0.2698074,1.5623162;-0.3557646,-0.339968,1.5270708;-0.01169612,0.15003014,1.7294878;0.21759228,0.087021455,1.7105749;0.45603627,0.10181769,1.6682557;0.5514774,0.123305485,1.6701795;-0.2557362,-0.21272862,1.5611421;-0.29774615,-0.5409514,1.5489999;-0.34663847,-0.905982,1.5261916;-0.34022802,-0.9492463,1.4352555;-0.09660784,-0.21508925,1.5865011;-0.070643224,-0.5339291,1.5160708;-0.044100765,-0.901101,1.4234296;-0.024817828,-0.92464167,1.3272443;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1845;-0.17879437,-0.13721912,1.5990196;-0.1890627,-0.08330046,1.6630532;-0.19490421,0.2784988,1.7220509;-0.20444283,0.47217092,1.7170976;-0.36483115,0.15542889,1.6726515;-0.44781816,-0.059433565,1.690072;-0.37839678,-0.2699058,1.5631561;-0.3556683,-0.34014416,1.5275552;-0.012612824,0.15052736,1.7282314;0.21591261,0.079913214,1.7082586;0.4229003,0.07676052,1.6734501;0.51136637,0.10691832,1.6725149;-0.2561838,-0.2127161,1.5615675;-0.29787716,-0.5408434,1.5491788;-0.3466205,-0.90623295,1.5261453;-0.34025115,-0.94946873,1.4351231;-0.09678028,-0.2148893,1.586623;-0.07068826,-0.53382546,1.5161465;-0.043873608,-0.9012133,1.4234738;-0.024727961,-0.9247897,1.3271806;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1876;-0.17910086,-0.13708073,1.5992125;-0.18930408,-0.08321887,1.6633339;-0.19545783,0.27847567,1.7217824;-0.20514695,0.47211254,1.7158083;-0.36533752,0.15548159,1.6726766;-0.44831255,-0.059591036,1.6912183;-0.38005686,-0.26944762,1.5650722;-0.35760757,-0.33948484,1.5292847;-0.013311649,0.15091227,1.7272557;0.20808823,0.06663122,1.7092241;0.39435995,0.06324575,1.6771334;0.48429397,0.14215147,1.6682849;-0.25658047,-0.21269873,1.561955;-0.29802942,-0.5407409,1.549391;-0.3466147,-0.9064116,1.5261205;-0.34027585,-0.9496273,1.4350336;-0.09694825,-0.21469367,1.5867339;-0.07073811,-0.5337315,1.5162268;-0.043672327,-0.90125906,1.4235507;-0.024653336,-0.92488277,1.3271482;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1908;-0.17937304,-0.13694921,1.5993822;-0.18952017,-0.08313354,1.6635785;-0.19582754,0.27845582,1.7215334;-0.20545483,0.47209704,1.7144763;-0.3657517,0.15555115,1.672693;-0.4487176,-0.05965188,1.6922295;-0.3801723,-0.2695713,1.5658385;-0.35734344,-0.3397669,1.5297463;-0.013791086,0.15115099,1.7265772;0.19698301,0.050708137,1.7137295;0.38291496,0.05693939,1.6804395;0.44719163,0.18235491,1.6645092;-0.25692242,-0.21267372,1.5622916;-0.29820076,-0.5406464,1.5496308;-0.34661242,-0.9065399,1.526109;-0.34029827,-0.94973934,1.4349724;-0.09711013,-0.21450388,1.5868365;-0.07079144,-0.5336539,1.5163051;-0.043497548,-0.9012475,1.42365;-0.02458738,-0.9249251,1.327143;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1939;-0.17958291,-0.136844,1.5995218;-0.18969463,-0.08306133,1.6637809;-0.19604366,0.27843875,1.7213088;-0.20531312,0.47212034,1.7131317;-0.36598638,0.15561736,1.6726876;-0.4490366,-0.059619065,1.6931436;-0.38012004,-0.26970366,1.5664461;-0.3568916,-0.3400738,1.5300559;-0.0140996035,0.15127496,1.7261528;0.18680242,0.03748975,1.7198157;0.369098,0.15888578,1.6752503;0.39273164,0.2208988,1.665605;-0.25717324,-0.21265022,1.5625563;-0.29837316,-0.54056245,1.5498779;-0.34661388,-0.90663064,1.5261133;-0.3403203,-0.9498181,1.4349302;-0.097248815,-0.2143389,1.586934;-0.07084294,-0.53357375,1.5163877;-0.04333646,-0.90120566,1.4237548;-0.024510816,-0.9249321,1.3271542;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1970;-0.17973955,-0.13676235,1.599635;-0.18982731,-0.08300309,1.6639465;-0.19607037,0.2784304,1.7210809;-0.20436886,0.4722141,1.7116249;-0.36610666,0.15570535,1.6726655;-0.44925582,-0.059490193,1.6939595;-0.37973493,-0.26975384,1.5668746;-0.3559295,-0.34025812,1.530098;-0.014307525,0.15133797,1.7258593;0.17788585,0.027830975,1.7257389;0.32480192,0.16284414,1.6855174;0.32479364,0.25366208,1.6701204;-0.25735915,-0.2126268,1.5627648;-0.29853892,-0.5404892,1.5501243;-0.34662098,-0.9066887,1.5261385;-0.34034076,-0.949871,1.4349047;-0.0973667,-0.21419768,1.587026;-0.07088163,-0.5335164,1.5164586;-0.043178312,-0.9011422,1.4238608;-0.02441023,-0.92490894,1.3271779;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2001;-0.17983457,-0.13671266,1.5997158;-0.18990888,-0.08296769,1.6640699;-0.19581139,0.27841315,1.7207857;-0.20230597,0.4723765,1.7099199;-0.36593324,0.15591754,1.6725782;-0.4493406,-0.05929351,1.6946919;-0.3792126,-0.26979604,1.5671923;-0.3549179,-0.3404345,1.5300444;-0.014422313,0.15132159,1.7256792;0.17095889,0.021469165,1.730378;0.29894447,0.1782829,1.6900557;0.24904066,0.26847994,1.6802571;-0.25746772,-0.2126074,1.5629119;-0.29869014,-0.5404272,1.5503688;-0.3466556,-0.9067062,1.5262072;-0.3403761,-0.9498939,1.4349072;-0.09745335,-0.21409287,1.587114;-0.070918985,-0.533455,1.516527;-0.04305455,-0.9010824,1.4239366;-0.024309173,-0.9248737,1.3271906;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2033;-0.17988807,-0.13668074,1.5997812;-0.18995066,-0.08294541,1.6641704;-0.19511186,0.27841383,1.7204441;-0.1988883,0.4723898,1.7080257;-0.36516774,0.15629263,1.6723982;-0.44925478,-0.05902957,1.695361;-0.37858504,-0.26984295,1.5674222;-0.35393253,-0.34061968,1.5299362;-0.014384229,0.1511813,1.7256824;0.16547371,0.017744891,1.7337128;0.21315882,0.21980238,1.6998628;0.16281292,0.29760975,1.6888393;-0.25751457,-0.2125868,1.5630343;-0.2988232,-0.54037696,1.5506042;-0.3467401,-0.9066772,1.5263208;-0.3404399,-0.94988424,1.4349409;-0.09751454,-0.2140101,1.5871992;-0.07094846,-0.5334067,1.5165856;-0.042952597,-0.9010202,1.4239966;-0.024196556,-0.9248225,1.3271991;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2064;-0.17987378,-0.13668409,1.5998462;-0.18993945,-0.08294787,1.6642612;-0.19402994,0.27841893,1.7200742;-0.1947621,0.47249758,1.7063117;-0.36353597,0.15680237,1.6720964;-0.44899762,-0.058719523,1.6959773;-0.37788463,-0.2699037,1.5675807;-0.3529957,-0.34081692,1.5297934;-0.014169281,0.1509022,1.7258865;0.16039595,0.01628854,1.7360723;0.12932254,0.23775133,1.7108516;0.08120582,0.30575427,1.7042677;-0.25745496,-0.21257593,1.563151;-0.29893792,-0.5403393,1.5508318;-0.3469113,-0.9066043,1.5264952;-0.34056306,-0.9498468,1.4350202;-0.09755137,-0.21395095,1.5872778;-0.07097216,-0.5333783,1.5166327;-0.04287952,-0.9009664,1.4240432;-0.024093103,-0.92477155,1.3272045;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2095;-0.17964114,-0.13666253,1.5999688;-0.18978034,-0.08293177,1.6643896;-0.19274849,0.27839887,1.7197243;-0.19093296,0.47264045,1.7048821;-0.36159092,0.15734501,1.6717534;-0.4485744,-0.0583809,1.6965578;-0.3771463,-0.26997462,1.5676857;-0.3521278,-0.34101385,1.5296332;-0.011026352,0.15212473,1.728197;0.15653145,0.016173746,1.7374325;0.09184423,0.23978631,1.7195722;0.012696769,0.2929567,1.7168039;-0.25715706,-0.21251509,1.5633177;-0.2990162,-0.5403147,1.5510503;-0.34714636,-0.9064501,1.5266935;-0.3407212,-0.9497481,1.4351157;-0.09743991,-0.2138614,1.5874354;-0.07098596,-0.5333454,1.5166799;-0.04285857,-0.9008993,1.4240736;-0.024042074,-0.92471683,1.3271972;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2126;-0.17906968,-0.1365742,1.6001799;-0.18939328,-0.08287039,1.6645757;-0.19137548,0.27836373,1.7194134;-0.18742736,0.47278202,1.7037648;-0.3594547,0.15788628,1.6713805;-0.44751045,-0.05773254,1.6973643;-0.37111935,-0.26848653,1.5667645;-0.347867,-0.34005308,1.5285151;-0.006730281,0.15436889,1.7314945;0.15350364,0.017215453,1.737915;0.087423265,0.23589167,1.7241524;-0.020317795,0.297014,1.7219545;-0.25651327,-0.21238194,1.5635443;-0.29905584,-0.5403046,1.5512636;-0.3474476,-0.90620834,1.5269163;-0.34092188,-0.94958097,1.4352304;-0.09700937,-0.21371156,1.5877421;-0.070940554,-0.5332645,1.5167739;-0.042846084,-0.9008126,1.4241053;-0.023981856,-0.92463756,1.3271924;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2173;-0.17833391,-0.13650295,1.6004022;-0.18887429,-0.082823515,1.6647736;-0.19008012,0.278308,1.7191775;-0.1840282,0.47290733,1.7029932;-0.35739085,0.158329,1.6710159;-0.4461952,-0.05711446,1.69804;-0.3663886,-0.2674589,1.5659959;-0.3440826,-0.3392638,1.52751;-0.0035187828,0.15574668,1.7338079;0.15123357,0.018878752,1.7377617;0.10140146,0.23216382,1.7287941;0.02989022,0.28936422,1.7233652;-0.255699,-0.21225621,1.5637679;-0.29906374,-0.54030347,1.5514675;-0.34776178,-0.90594757,1.5271485;-0.3411352,-0.9493997,1.4353567;-0.096406884,-0.21358693,1.5880729;-0.070884764,-0.5331768,1.5168712;-0.042869695,-0.9007293,1.4241316;-0.023953503,-0.9245752,1.3271854;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
