Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
935;-0.24470416,0.0343626,1.8478233;-0.2520209,0.097634405,1.9057052;-0.262464,0.46840048,1.9119503;-0.25144207,0.6661266,1.9056063;-0.43327335,0.329443,1.8737185;-0.47524044,0.055491228,1.8325175;-0.45016247,-0.16897598,1.7517065;-0.4422474,-0.22603597,1.7179747;-0.088864,0.3356532,1.9018508;-0.040501073,0.057743046,1.8687783;-0.026934814,-0.16923985,1.7974012;-0.013849381,-0.20541531,1.7789199;-0.3171691,-0.044998083,1.8254775;-0.36107117,-0.42047775,1.8607484;-0.41022572,-0.71659607,1.897938;-0.40563533,-0.7827577,1.8220019;-0.16570479,-0.039572,1.8424197;-0.06212272,-0.39504844,1.7829617;0.040807,-0.63076305,1.7702036;0.07606082,-0.66646546,1.6684229;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
967;-0.2223336,0.03313233,1.8447708;-0.2292954,0.0956848,1.9029592;-0.23581845,0.4652188,1.9114447;-0.22686508,0.6619751,1.9047569;-0.4055548,0.32742393,1.8701141;-0.4586497,0.05454502,1.8272874;-0.42747083,-0.16848682,1.7410313;-0.41804928,-0.22369191,1.7085567;-0.06410808,0.3302251,1.9020488;-0.016370324,0.05132559,1.8709604;-0.0049130954,-0.1742213,1.7972919;0.0122216195,-0.22033581,1.7728587;-0.295272,-0.04600316,1.8211986;-0.35344517,-0.41311333,1.8539722;-0.40325004,-0.710721,1.8919096;-0.40030062,-0.77967113,1.8157331;-0.14454469,-0.04043964,1.8399287;-0.038703553,-0.39077702,1.7835968;0.08391288,-0.63295555,1.7720625;0.12070974,-0.66777235,1.6756852;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
998;-0.19798103,0.03096806,1.841091;-0.2050252,0.09288646,1.8997478;-0.21150665,0.46194568,1.9108851;-0.19553472,0.6562034,1.9034992;-0.37878907,0.32544404,1.8677329;-0.4362344,0.053993426,1.8234091;-0.40355232,-0.1675255,1.7323065;-0.39058965,-0.22240807,1.701507;-0.034270387,0.32485533,1.9016367;0.013431486,0.040594563,1.8702027;0.029136915,-0.18429199,1.7888879;0.041062348,-0.2400878,1.760246;-0.27112252,-0.047770478,1.8160757;-0.3430413,-0.40889364,1.8471227;-0.39661318,-0.7061117,1.8870432;-0.39635485,-0.7771236,1.811096;-0.11965863,-0.042959612,1.8364712;-0.016101811,-0.3883884,1.7840575;0.11056121,-0.6348717,1.7736896;0.14782438,-0.6695216,1.68033;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1045;-0.17000456,0.026025617,1.8362918;-0.17587069,0.087251924,1.89528;-0.17753538,0.4550118,1.9085339;-0.1702815,0.651952,1.9022261;-0.3492215,0.32208985,1.8658334;-0.40674058,0.051858157,1.8204465;-0.37927306,-0.16874693,1.7267531;-0.35666952,-0.24258132,1.6905696;-0.0057577956,0.31815684,1.8993106;0.04338377,0.03543515,1.8678826;0.058421545,-0.18859814,1.7823772;0.063445464,-0.24904832,1.7523938;-0.2448554,-0.05177787,1.810385;-0.32922494,-0.40850976,1.8400159;-0.3860088,-0.699693,1.8797989;-0.39137405,-0.77285963,1.8051645;-0.092204675,-0.048302278,1.8318636;0.01460374,-0.39133447,1.7834058;0.14081077,-0.64027685,1.7766482;0.17835543,-0.6758463,1.6861806;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1076;-0.13933878,0.020095067,1.830577;-0.14481206,0.08072705,1.8901453;-0.14630952,0.4481111,1.9063302;-0.1320489,0.644038,1.8987058;-0.3149681,0.3154696,1.863792;-0.37369987,0.047411393,1.817685;-0.34985292,-0.17244278,1.7220217;-0.3218372,-0.25821292,1.683233;0.03084549,0.3101837,1.895779;0.08240843,0.032755323,1.8657054;0.10095107,-0.19011834,1.7757013;0.09462032,-0.2288028,1.752656;-0.21510679,-0.05665414,1.8039564;-0.31135654,-0.41121325,1.8323225;-0.37516412,-0.69468623,1.872759;-0.38638034,-0.7688582,1.7993696;-0.060469717,-0.05559834,1.8253196;0.040080283,-0.39507228,1.7824899;0.15943924,-0.6432357,1.7785149;0.19687767,-0.67975,1.6894708;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1092;-0.11005388,0.014461712,1.8249292;-0.113795176,0.07418208,1.8850311;-0.107122615,0.4393943,1.9047287;-0.100018755,0.63640475,1.8954074;-0.2810559,0.3089233,1.8619086;-0.3343219,0.04142827,1.8150243;-0.31400025,-0.17825334,1.718712;-0.29576227,-0.26867414,1.6792862;0.070835456,0.3011346,1.8910117;0.119710065,0.027128674,1.8634355;0.12830713,-0.1947827,1.7726605;0.12312819,-0.24421121,1.7465941;-0.1881473,-0.061195713,1.7983093;-0.28331274,-0.41701904,1.8235207;-0.36566314,-0.690944,1.8669308;-0.38265207,-0.7653736,1.7946308;-0.03142455,-0.06252653,1.8182102;0.065445974,-0.40124115,1.78059;0.17625666,-0.6458851,1.7794025;0.21314561,-0.6833255,1.6912838;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1138;-0.074417695,0.007079016,1.8185595;-0.07646045,0.065892465,1.8795362;-0.062409893,0.43053773,1.9044541;-0.06752795,0.6310873,1.8919749;-0.23444064,0.30091754,1.859055;-0.2882339,0.035604287,1.8119633;-0.28110948,-0.18437982,1.7167943;-0.27355164,-0.27624574,1.6765803;0.10312684,0.2951893,1.8876146;0.15407634,0.023493519,1.861021;0.16507778,-0.19978295,1.7730656;0.15441094,-0.25761312,1.7462894;-0.15325317,-0.06637758,1.7918335;-0.25302616,-0.42190227,1.8153262;-0.35464022,-0.6872527,1.8608936;-0.37854287,-0.7616204,1.7899337;-2.4517067E-4,-0.07018668,1.8106619;0.08968395,-0.40507197,1.7781972;0.18777584,-0.6476154,1.7792637;0.22382657,-0.68593764,1.6916902;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1170;-0.038596433,0.0019603122,1.8140293;-0.041977912,0.060415246,1.875487;-0.032385558,0.4246702,1.9022006;-0.032428056,0.6259261,1.8879757;-0.19633457,0.29526472,1.856989;-0.2428015,0.022369279,1.8062595;-0.2414582,-0.1991699,1.7128438;-0.24390191,-0.2891494,1.6717815;0.14828923,0.28907812,1.8848306;0.19235545,0.016992886,1.8580699;0.19151834,-0.20661774,1.774212;0.17704962,-0.26874033,1.746458;-0.11626765,-0.07035659,1.7876748;-0.22030401,-0.42427287,1.8086067;-0.33745533,-0.6816609,1.8531662;-0.36487347,-0.75030607,1.778743;0.037912186,-0.07631396,1.8045536;0.115740985,-0.40834528,1.7749702;0.19810458,-0.6487071,1.7770714;0.23234272,-0.68801033,1.6898333;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1201;0.0011995882,-3.1508273E-4,1.8118627;-0.0027069412,0.058360066,1.8728669;0.008268796,0.42070732,1.8955772;0.0057973564,0.62285197,1.8820269;-0.15824223,0.2922945,1.8542882;-0.20049457,0.013805352,1.8010035;-0.21310234,-0.20759812,1.7100542;-0.216353,-0.2967938,1.6674773;0.1823727,0.2881601,1.8842179;0.22485977,0.014317507,1.8573867;0.2198747,-0.21117605,1.7774503;0.22738309,-0.2766301,1.7493724;-0.07592264,-0.07294872,1.7866105;-0.19987261,-0.42588374,1.8049376;-0.3148497,-0.67431796,1.844349;-0.34107277,-0.7366475,1.7655948;0.07585184,-0.0786757,1.8022311;0.1404295,-0.4096951,1.7728257;0.20799124,-0.6492542,1.7727547;0.23957016,-0.68939996,1.685354;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1232;0.033253137,7.486914E-4,1.8126681;0.02775862,0.05956817,1.8728665;0.035928957,0.4199124,1.8915815;0.04116297,0.62190676,1.8759761;-0.12588425,0.2916878,1.8515062;-0.16171256,0.018592473,1.7987415;-0.17020385,-0.20325983,1.709158;-0.17844912,-0.29134953,1.6664158;0.2277568,0.2908371,1.8870791;0.26048374,0.015089614,1.8583943;0.24520588,-0.21261872,1.7830327;0.26371178,-0.2929341,1.7515386;-0.044211064,-0.07315714,1.7876694;-0.17779323,-0.4260457,1.8018961;-0.29430655,-0.668868,1.8369737;-0.32035485,-0.72756964,1.7556585;0.10996341,-0.07757552,1.8043702;0.16175452,-0.40824315,1.773001;0.21775608,-0.64956397,1.7681404;0.2465831,-0.69012374,1.6799996;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1263;0.06709364,0.005727893,1.8155046;0.05977474,0.06480374,1.8745376;0.0644471,0.4225888,1.8876121;0.07208454,0.6230982,1.870217;-0.09608368,0.29414406,1.848404;-0.1376459,0.024040045,1.7978404;-0.13550371,-0.19536038,1.7078117;-0.1304172,-0.27995944,1.6649122;0.2509246,0.29339975,1.8886188;0.2868411,0.018810919,1.8596388;0.27408218,-0.20942514,1.7885234;0.2861976,-0.29834127,1.7532994;-0.008538684,-0.068912365,1.7901273;-0.1489226,-0.4223363,1.7991426;-0.25481054,-0.6584997,1.8256261;-0.27799478,-0.71481836,1.7417562;0.14408429,-0.072680175,1.8098587;0.18325296,-0.40342754,1.7759339;0.22629431,-0.64981306,1.7652752;0.25246513,-0.69066143,1.6765195;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1295;0.091982104,0.010864202,1.8181028;0.083988994,0.07069331,1.876416;0.092047594,0.42966828,1.8853375;0.09829353,0.6274147,1.8679558;-0.06626968,0.30119562,1.84438;-0.11191434,0.034377,1.797426;-0.09548761,-0.18258986,1.7066336;-0.0944892,-0.24069002,1.6738881;0.27673888,0.30231327,1.8928394;0.30766675,0.02255627,1.861237;0.2947564,-0.20623502,1.7924087;0.30457142,-0.30043045,1.7556102;0.016173799,-0.06430835,1.7920157;-0.122800246,-0.41729215,1.7972624;-0.2246992,-0.6522129,1.8184546;-0.24129137,-0.70743674,1.7326068;0.16877319,-0.0674607,1.8146628;0.20530488,-0.3979442,1.7819026;0.23345299,-0.65029246,1.7643197;0.2571641,-0.6913133,1.6748462;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1342;0.11459884,0.01871229,1.8207631;0.10561192,0.079054825,1.878465;0.113852516,0.43820915,1.8844631;0.122970045,0.6351073,1.8672769;-0.04304128,0.31050968,1.8415548;-0.089327134,0.046164647,1.7961912;-0.061641075,-0.1702826,1.7060492;-0.046733707,-0.21275488,1.6783227;0.29927552,0.31183138,1.8974879;0.33130094,0.033561826,1.8650037;0.31501278,-0.19614252,1.7964641;0.32244456,-0.29425293,1.7600032;0.03789168,-0.057147067,1.7935754;-0.08566278,-0.40118694,1.7946309;-0.19006018,-0.6470788,1.8126379;-0.2010604,-0.70250326,1.7258228;0.19189778,-0.059726488,1.8195614;0.22113067,-0.39319465,1.7878457;0.24188632,-0.651857,1.7668222;0.26377887,-0.69323754,1.6761864;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1373;0.13104533,0.025383094,1.8227309;0.12204254,0.08664013,1.8802311;0.13745415,0.45049924,1.8860838;0.13967955,0.64178675,1.8676894;-0.022921477,0.32047424,1.8389792;-0.0730232,0.05610675,1.7951332;-0.027812406,-0.15557984,1.702025;-0.016905453,-0.19399917,1.6793295;0.31707954,0.3218136,1.9022927;0.34858486,0.04535692,1.8684069;0.33108407,-0.18422125,1.8006573;0.34246162,-0.28090912,1.7682873;0.054214224,-0.050338518,1.7946304;-0.05483774,-0.38669187,1.7915179;-0.14609285,-0.644929,1.8092387;-0.1519712,-0.70273536,1.7229971;0.20732255,-0.05368449,1.8227634;0.23142414,-0.3911535,1.7932146;0.25437865,-0.65710646,1.7777766;0.278001,-0.7005014,1.6879414;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1404;0.14918941,0.034423538,1.8250133;0.13868493,0.095943645,1.8822522;0.15270165,0.46050456,1.887679;0.16099058,0.6564331,1.8719342;-0.005899069,0.330516,1.8371983;-0.05415991,0.06871504,1.7931359;-0.0013892166,-0.14299892,1.6956617;0.022128874,-0.18638743,1.6715533;0.33161506,0.3304498,1.9063559;0.36246347,0.05549522,1.8718528;0.3444448,-0.17367128,1.8046982;0.35336575,-0.27083948,1.7736186;0.073102094,-0.040848117,1.7953717;-0.033496108,-0.37884855,1.7895751;-0.09601948,-0.64559066,1.8054941;-0.09380679,-0.70497715,1.719619;0.22663817,-0.0439547,1.8271751;0.23952986,-0.39117238,1.7991599;0.26314783,-0.6621556,1.7885003;0.2880128,-0.70704436,1.6992285;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1435;0.1632166,0.04128972,1.8268149;0.1521886,0.10343514,1.8839436;0.166729,0.46987072,1.8893877;0.17720504,0.6668481,1.8765159;0.008783493,0.33921555,1.8356804;-0.041708525,0.07617745,1.7912605;0.017600156,-0.13667844,1.6891398;0.045803547,-0.18512906,1.6643186;0.34673434,0.3402383,1.9106462;0.3777718,0.06786592,1.8768044;0.35415795,-0.16686635,1.8074133;0.36188218,-0.25941968,1.7792836;0.086638585,-0.03434903,1.7960489;-0.010359192,-0.379729,1.7888963;-0.058503464,-0.6484818,1.802638;-0.04897492,-0.70873016,1.716688;0.24061464,-0.036961317,1.8302367;0.2461867,-0.39266464,1.8052603;0.2690278,-0.6658923,1.7972869;0.29469508,-0.7117771,1.7082874;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1467;0.1772998,0.047155082,1.8286104;0.16529176,0.10973181,1.8856126;0.17824984,0.47739172,1.8910837;0.18795387,0.6732768,1.8790559;0.020927228,0.34563693,1.8345395;-0.030883223,0.081551924,1.7888321;0.0352932,-0.13119401,1.6823273;0.06915578,-0.18303543,1.6548473;0.35755104,0.34632364,1.9134673;0.38804406,0.075785585,1.880253;0.36320627,-0.16036105,1.8104377;0.367492,-0.25191337,1.7832648;0.10049988,-0.028898966,1.7967871;0.0106044095,-0.38291845,1.7875679;-0.009678312,-0.65533996,1.7986312;0.007095784,-0.71443844,1.7126695;0.2555525,-0.03041489,1.8333035;0.25172412,-0.39456713,1.8106958;0.27310658,-0.66888124,1.8045397;0.2993478,-0.71556115,1.7157483;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
