Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
943;-0.10131568,-0.12947856,1.6245596;-0.09833749,-0.07341536,1.6811744;-0.088465825,0.27900207,1.7383248;-0.10501024,0.47523054,1.7224203;-0.26831567,0.15740581,1.71519;-0.3369766,-0.05509885,1.7295004;-0.41539815,-0.22541703,1.7683026;-0.4450651,-0.28209618,1.7864487;0.07697966,0.15448192,1.7131764;0.19963986,-0.075834565,1.6905969;0.32775804,-0.18567519,1.5761365;0.2975967,-0.15543838,1.5089731;-0.18101053,-0.20297348,1.6031313;-0.21586215,-0.5537852,1.5850366;-0.24448124,-0.84195745,1.5563954;-0.25114363,-0.874823,1.4769645;-0.026715726,-0.20419869,1.6033939;0.01065856,-0.52995026,1.5299463;0.045448,-0.8320253,1.4493669;0.04954791,-0.8528392,1.3657272;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
974;-0.101318665,-0.1295173,1.6253507;-0.098422,-0.07363906,1.6824608;-0.08887264,0.2789163,1.7393001;-0.10500139,0.47530472,1.7238975;-0.2686491,0.15735878,1.7160221;-0.33735114,-0.05514447,1.7300555;-0.41820008,-0.22526816,1.7691438;-0.4486319,-0.28183365,1.7873063;0.07713514,0.15401065,1.7138332;0.1766888,-0.056553185,1.7305028;0.24073902,-0.09772089,1.5022972;0.2601375,-0.10472486,1.3937279;-0.18104556,-0.20302844,1.6038146;-0.21587715,-0.55377835,1.5856396;-0.24467503,-0.8438592,1.5568664;-0.25128955,-0.87691826,1.4770421;-0.02654959,-0.20440738,1.6041998;0.010720121,-0.530025,1.5307251;0.045633487,-0.83415675,1.4496667;0.049825035,-0.8550453,1.3656032;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1005;-0.101318106,-0.1295446,1.6259917;-0.098491795,-0.07382769,1.6835432;-0.089128904,0.27886465,1.740034;-0.104912065,0.47540382,1.7250338;-0.2688439,0.15733328,1.716661;-0.3376603,-0.055165336,1.730547;-0.41975132,-0.2252532,1.7696952;-0.4505812,-0.28175646,1.7878554;0.077379584,0.1536452,1.7144274;0.15909025,-0.04465628,1.7556747;0.19845948,-0.0478637,1.4968747;0.2158303,-0.04731258,1.3591286;-0.18107723,-0.20307614,1.6043769;-0.21589312,-0.553774,1.5861585;-0.24488105,-0.84582376,1.5573132;-0.2514372,-0.87910724,1.477068;-0.026416685,-0.20455375,1.6048135;0.010766557,-0.53008413,1.5313457;0.045797724,-0.83623064,1.4499003;0.050094694,-0.8572324,1.3653969;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1037;-0.10131527,-0.12956615,1.626512;-0.098544344,-0.07398948,1.6844596;-0.08925397,0.27884358,1.7405907;-0.10463006,0.47553816,1.7259513;-0.2689044,0.1573209,1.7171623;-0.3378791,-0.055110652,1.730979;-0.42085806,-0.22521792,1.7700399;-0.45200709,-0.28168488,1.7882148;0.0776444,0.15341805,1.7149456;0.15300961,-0.041666724,1.7642523;0.13975827,0.015177271,1.5067289;0.17487828,4.8412196E-4,1.3578552;-0.18110457,-0.20311745,1.6048409;-0.21591054,-0.5537689,1.5866117;-0.2451026,-0.8478365,1.5577427;-0.25160068,-0.8813704,1.4770494;-0.026311971,-0.20466179,1.6052895;0.010801178,-0.53013134,1.5318432;0.045954883,-0.8382718,1.4500637;0.050362732,-0.85942256,1.3650974;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1068;-0.10130943,-0.1295851,1.6269324;-0.09856248,-0.07412955,1.6852316;-0.08922883,0.27883977,1.7410023;-0.10414716,0.47570547,1.72665;-0.26883072,0.15733102,1.7175862;-0.33803013,-0.055056628,1.7313405;-0.42163762,-0.22519399,1.7703046;-0.4529215,-0.28163096,1.7884725;0.07791699,0.1533225,1.715299;0.15083982,-0.032560498,1.7343153;0.094748884,0.07630038,1.5083693;0.1451953,0.038305447,1.3756093;-0.18112797,-0.20315826,1.6052319;-0.21592847,-0.55376446,1.5870094;-0.24531513,-0.84968555,1.558129;-0.25179848,-0.883457,1.4769989;-0.02623219,-0.20473869,1.6056442;0.010823416,-0.5301706,1.5322403;0.046076898,-0.84009093,1.4501953;0.050551564,-0.8614098,1.3647822;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1115;-0.10130055,-0.1296081,1.6272719;-0.09853515,-0.07426229,1.6858909;-0.08886889,0.27887163,1.7413017;-0.10338432,0.4759288,1.7271531;-0.26853442,0.15736729,1.7179385;-0.33813375,-0.054993354,1.731661;-0.4220682,-0.22517449,1.7705294;-0.45305386,-0.2816243,1.788645;0.078254536,0.15330195,1.7153817;0.15050039,-0.029450938,1.7217361;0.07711744,0.0944598,1.5226777;0.12524676,0.059598207,1.3927768;-0.18114866,-0.20320064,1.6055648;-0.21595174,-0.5537598,1.5873684;-0.24553162,-0.8513731,1.5584872;-0.25207216,-0.8853649,1.4769404;-0.026173795,-0.20479661,1.6059097;0.010832234,-0.5302049,1.5325559;0.046161883,-0.8417184,1.45029;0.05063467,-0.8632187,1.3644466;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1131;-0.10128537,-0.1296317,1.62755;-0.09847176,-0.07438879,1.6864648;-0.08805935,0.27891788,1.7414851;-0.10200765,0.4761943,1.7274501;-0.2679664,0.15746802,1.7182087;-0.33817604,-0.054909974,1.7319618;-0.4343469,-0.21564558,1.7719214;-0.49781436,-0.22446786,1.7802272;0.07869367,0.15335637,1.7152916;0.1511038,-0.028271928,1.713862;0.085225046,0.093474366,1.5284464;0.11867046,0.06877272,1.4056817;-0.18116538,-0.20324087,1.6058484;-0.21598054,-0.55375326,1.5876985;-0.24574466,-0.8528429,1.5588188;-0.2523599,-0.88704526,1.4768746;-0.026128178,-0.20483997,1.6061125;0.010833092,-0.53023404,1.5328102;0.046215173,-0.84311885,1.4503566;0.050668534,-0.864803,1.3640988;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1193;-0.10126468,-0.12965408,1.6277837;-0.09838995,-0.0745051,1.6869736;-0.08699898,0.27896112,1.741553;-0.10019547,0.4764563,1.7275236;-0.2672497,0.15760008,1.7183964;-0.33817518,-0.05479361,1.7322626;-0.43920362,-0.21180353,1.7728093;-0.5122655,-0.20293906,1.7769191;0.07919465,0.15350349,1.715206;0.15391032,-0.036856204,1.7130568;0.101600096,0.050308943,1.528338;0.1214654,0.05745931,1.4049106;-0.18117695,-0.20327932,1.6060965;-0.21601601,-0.5537426,1.5880159;-0.24595767,-0.8541201,1.5591377;-0.2526348,-0.888517,1.4768187;-0.026092196,-0.20487192,1.60627;0.010825408,-0.5302621,1.5330243;0.04623627,-0.84432435,1.4504151;0.05067811,-0.8661827,1.3637669;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1209;-0.10121848,-0.12967993,1.6279386;-0.09828411,-0.074609086,1.6873271;-0.08563497,0.27893108,1.741238;-0.09757979,0.47665036,1.7268313;-0.26605153,0.15773292,1.7181323;-0.33815092,-0.05468319,1.732469;-0.44130203,-0.21020877,1.7730734;-0.5081464,-0.21131323,1.7789885;0.07971925,0.15365231,1.7151226;0.15291145,-0.040428437,1.7156163;0.14621386,-0.0050268257,1.4912081;0.15655933,-0.00993304,1.4587803;-0.18115804,-0.20331144,1.6062398;-0.21604533,-0.5537246,1.5882412;-0.2461742,-0.8550044,1.5593969;-0.25285596,-0.8895125,1.4768403;-0.026059642,-0.20489606,1.6063821;0.01081402,-0.5302836,1.5331805;0.04621072,-0.84515816,1.450459;0.050674293,-0.8671055,1.3635719;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1240;-0.10115822,-0.12970996,1.628046;-0.09818665,-0.07470246,1.6875873;-0.084311664,0.2788356,1.7407329;-0.09482724,0.47664967,1.7255204;-0.26466155,0.157855,1.717517;-0.33811617,-0.054581854,1.7326123;-0.44274867,-0.20909783,1.7731668;-0.4993279,-0.22502694,1.7803565;0.08028549,0.15374589,1.7150716;0.15563048,-0.04509392,1.7168449;0.19451927,-0.06985094,1.4647692;0.19476382,-0.0681256,1.4463835;-0.18112244,-0.20334613,1.6063306;-0.2160681,-0.5537026,1.5883946;-0.24634671,-0.8556022,1.5595748;-0.25300133,-0.89016885,1.4768648;-0.026029602,-0.20491557,1.6064632;0.010801258,-0.5303016,1.5332965;0.046174414,-0.84572893,1.4504943;0.05067358,-0.867716,1.363459;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1271;-0.101041965,-0.12977953,1.6281216;-0.09805729,-0.074827574,1.6878033;-0.08319043,0.27867416,1.7402142;-0.0921632,0.4764546,1.723902;-0.26336282,0.15798524,1.7168167;-0.33806807,-0.05446459,1.732702;-0.44367662,-0.20833859,1.7730998;-0.49127054,-0.23693836,1.7814516;0.08081354,0.15380096,1.7150418;0.17942587,-0.06586296,1.7052801;0.28660265,-0.16127379,1.5127738;0.25803453,-0.1458333,1.4497797;-0.18099795,-0.20343754,1.6063144;-0.21608658,-0.55367535,1.588507;-0.24659358,-0.8562179,1.5597695;-0.25320774,-0.8908722,1.4768921;-0.025947789,-0.20497346,1.6065558;0.010785513,-0.5303185,1.533394;0.046074413,-0.84634686,1.45047;0.050630905,-0.86837476,1.3632599;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1302;-0.10089171,-0.12988304,1.6281766;-0.09791391,-0.07497773,1.6879896;-0.082274854,0.27848777,1.7397338;-0.089836694,0.47614425,1.7223963;-0.2622346,0.15809955,1.7161154;-0.33803082,-0.054295808,1.7327377;-0.44372258,-0.20815542,1.7727208;-0.48279,-0.24804828,1.7821647;0.08131426,0.15377292,1.7150182;0.20177102,-0.08332032,1.6820117;0.33529013,-0.21339184,1.524683;0.3280257,-0.21742553,1.4474021;-0.18082316,-0.20357126,1.6062146;-0.21609806,-0.5536434,1.5885895;-0.24686156,-0.8568706,1.5599519;-0.25342658,-0.8916602,1.4768765;-0.025809556,-0.20510171,1.6066946;0.010765676,-0.5303362,1.5334823;0.045922417,-0.84707075,1.4503673;0.050558742,-0.8691594,1.3629172;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1334;-0.100707054,-0.13001616,1.6282172;-0.09775219,-0.07515351,1.6881577;-0.081532896,0.27827537,1.7393064;-0.08803105,0.47583315,1.7211945;-0.26129737,0.15820159,1.7154604;-0.33801416,-0.054116894,1.7327129;-0.44114155,-0.20958485,1.7718741;-0.47093713,-0.2603667,1.7828804;0.08188482,0.15359269,1.7149673;0.21065482,-0.08849472,1.6699771;0.3437552,-0.21994476,1.5295502;0.3792114,-0.26610398,1.4384981;-0.18060015,-0.2037449,1.6060219;-0.2161031,-0.5536031,1.5886471;-0.24714516,-0.8575791,1.5601226;-0.25365683,-0.8925637,1.4768103;-0.025571557,-0.20534448,1.606924;0.01073886,-0.5303536,1.533573;0.045688473,-0.8479637,1.4501736;0.050418835,-0.87013316,1.3624007;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1380;-0.10045598,-0.13020264,1.6282461;-0.09754023,-0.07537849,1.6883191;-0.0809188,0.27805912,1.7389365;-0.0866422,0.47556996,1.7202742;-0.26048908,0.15829508,1.7148296;-0.33802816,-0.053831335,1.7325501;-0.4379038,-0.21129763,1.7711062;-0.46218908,-0.26867747,1.783638;0.0826056,0.15319514,1.7148027;0.21548031,-0.09072514,1.6623774;0.34497708,-0.21908423,1.5331388;0.3835834,-0.2657618,1.4352425;-0.18030424,-0.20397246,1.6057426;-0.21610184,-0.55354846,1.5886819;-0.24747008,-0.8583668,1.5602751;-0.25394267,-0.89360684,1.4766726;-0.02524217,-0.20568828,1.6072193;0.010707955,-0.5303698,1.5336663;0.04538755,-0.8490179,1.4499087;0.050209437,-0.8712969,1.3617287;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1412;-0.10020517,-0.13039127,1.6282647;-0.0973214,-0.07560758,1.6884668;-0.0803992,0.27785537,1.7386153;-0.08557504,0.4753513,1.7195814;-0.25982028,0.15837926,1.7142632;-0.3381092,-0.053414397,1.7322289;-0.43385354,-0.2133118,1.7705238;-0.45478147,-0.27481288,1.7845205;0.08340334,0.15263177,1.7145073;0.21823929,-0.092227586,1.6576267;0.353796,-0.21925724,1.5423012;0.3770873,-0.24348176,1.4446938;-0.18002486,-0.20418896,1.605473;-0.21609685,-0.5534842,1.5886999;-0.24780111,-0.8592169,1.5603931;-0.25424924,-0.89475507,1.4764472;-0.024930475,-0.20602149,1.6074741;0.010673254,-0.53038675,1.5337583;0.04507504,-0.8501681,1.4496456;0.049980566,-0.8725885,1.361006;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1443;-0.09991365,-0.13060303,1.6282582;-0.09707793,-0.075850576,1.6885898;-0.07995486,0.2776654,1.7383192;-0.08476866,0.47517705,1.7190706;-0.25926304,0.15845235,1.71372;-0.33820558,-0.05299919,1.731883;-0.43005148,-0.2152798,1.7699134;-0.4494229,-0.27909708,1.7849964;0.08416155,0.15206334,1.714206;0.21513978,-0.090404324,1.661471;0.34801346,-0.20556366,1.553978;0.34497944,-0.20032775,1.4652417;-0.17972353,-0.20442684,1.6051607;-0.21608795,-0.55341655,1.5887077;-0.24815445,-0.8601599,1.5605237;-0.2545773,-0.89603704,1.4761951;-0.02458258,-0.20636955,1.6077074;0.010638296,-0.53040254,1.5338455;0.04472357,-0.85143244,1.4493647;0.049715593,-0.87401295,1.3602203;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
