Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
938;-0.075242005,0.03259959,1.8823212;-0.08606593,0.0935471,1.9360299;-0.10802284,0.4429171,1.9291403;-0.120817825,0.6366503,1.9033339;-0.27812722,0.31627986,1.9132;-0.31953457,0.09322923,1.9363039;-0.3504004,-0.026660135,2.1622477;-0.35622174,-0.07466028,2.2338905;0.06723035,0.32794046,1.9524806;0.13148788,0.10476918,2.0103207;0.20617084,0.12321587,2.1854994;0.23121938,0.129904,2.247877;-0.14678983,-0.04806061,1.856622;-0.13667457,-0.49690527,1.8790227;-0.14504474,-0.79251546,1.8888595;-0.14586972,-0.8435203,1.8024322;0.008748543,-0.042978708,1.885041;0.065976955,-0.47719836,1.8197308;0.090161614,-0.78738624,1.8151222;0.10506611,-0.8339797,1.7230576;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
985;-0.075243115,0.0323857,1.8822732;-0.086024836,0.09334222,1.9360402;-0.10795979,0.44281486,1.9293652;-0.12079432,0.6366245,1.9033444;-0.27801603,0.31602797,1.9135046;-0.3194916,0.093253024,1.9364129;-0.34999633,-0.026705543,2.1577992;-0.35668108,-0.073169835,2.2299905;0.06733667,0.32781836,1.952491;0.13242911,0.102807805,2.0097692;0.18334335,0.031611875,2.1723685;0.20306075,0.024029091,2.2331135;-0.14680253,-0.048335914,1.856521;-0.13665907,-0.49691823,1.8790911;-0.14721256,-0.7990534,1.8879033;-0.14546798,-0.8522449,1.8006215;0.008731831,-0.04315058,1.8849365;0.06561327,-0.47759908,1.8202639;0.09058241,-0.7907765,1.815899;0.10550814,-0.83728606,1.7238338;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1016;-0.07524159,0.032185607,1.8822271;-0.08598033,0.09314867,1.9360499;-0.10787855,0.4427312,1.9295851;-0.120755024,0.6365981,1.9033434;-0.2778742,0.31584394,1.9138159;-0.3194081,0.093385905,1.9365692;-0.3495267,-0.026875585,2.1541703;-0.35690248,-0.07223338,2.2266896;0.067470536,0.32767618,1.9524999;0.13298392,0.101655446,2.0094404;0.18991186,0.050888374,2.1746848;0.21089233,0.046756983,2.236068;-0.14681262,-0.04858932,1.8564261;-0.13663995,-0.49693114,1.8791659;-0.12236836,-0.7795583,1.9178588;-0.13914587,-0.7696777,1.84325;0.008717736,-0.043310694,1.884838;0.065374136,-0.47787488,1.820601;0.09108805,-0.7937978,1.8164644;0.10603677,-0.84032494,1.7244372;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1047;-0.075236924,0.03200629,1.8821843;-0.085934184,0.09297151,1.9360598;-0.10778836,0.44265896,1.929803;-0.120676845,0.63656914,1.9033247;-0.2777242,0.31570566,1.9141147;-0.31931782,0.093531854,1.936742;-0.34907717,-0.027091676,2.1513264;-0.3569759,-0.07160871,2.2240098;0.0676233,0.32752657,1.9525073;0.13347699,0.10065513,2.0091753;0.18085368,0.01812363,2.1710973;0.15985397,-0.0325521,2.1862988;-0.14681913,-0.048817307,1.856339;-0.13661471,-0.4969449,1.8792685;-0.12471284,-0.7886575,1.916087;-0.13771413,-0.81400156,1.8272471;0.008708075,-0.04345111,1.884747;0.0652187,-0.47808695,1.8207843;0.09191175,-0.79650784,1.8167307;0.10693389,-0.84305996,1.7247454;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1078;-0.075230666,0.031844664,1.8821447;-0.08588912,0.09280892,1.9360696;-0.10769048,0.44259623,1.9300195;-0.12050575,0.636499,1.903268;-0.27756855,0.3155997,1.914395;-0.31922254,0.09368493,1.9369326;-0.34873798,-0.02718404,2.1491315;-0.35704106,-0.07102272,2.2218156;0.06780427,0.3273721,1.952523;0.13389768,0.09980721,2.0089536;0.19190577,0.053818077,2.1774895;0.19836819,0.0509549,2.2202;-0.14682376,-0.049021833,1.8562596;-0.13660079,-0.49695113,1.8793311;-0.12815788,-0.79756093,1.9128735;-0.1364954,-0.83583796,1.8202829;0.008701346,-0.04357631,1.884663;0.06515478,-0.47820914,1.8207283;0.09279354,-0.79888105,1.8168811;0.107927315,-0.8455502,1.7249606;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1110;-0.07521871,0.031700518,1.8821114;-0.08584137,0.092659906,1.9360816;-0.10759103,0.44254157,1.9302266;-0.12028507,0.6364262,1.9031875;-0.27740765,0.31553683,1.91467;-0.3191262,0.09384452,1.9371341;-0.34844595,-0.027271803,2.1474493;-0.3570484,-0.070598505,2.2200828;0.068020515,0.32720754,1.9525565;0.13426217,0.0990757,2.0087898;0.19874495,0.07706698,2.181313;0.21435267,0.0875321,2.2338815;-0.14682147,-0.049207464,1.8561895;-0.13658923,-0.4969575,1.8793793;-0.13159901,-0.8050618,1.9094607;-0.1359619,-0.8507481,1.8153704;0.008702731,-0.043684885,1.8845906;0.06520007,-0.47822267,1.8204112;0.09363296,-0.8009335,1.8168879;0.10886997,-0.8477333,1.7250316;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1156;-0.07520593,0.031574707,1.8820832;-0.08579748,0.092527285,1.9360949;-0.10749221,0.4424979,1.9304281;-0.12003638,0.6363406,1.9030701;-0.27724618,0.315506,1.9149295;-0.31903273,0.09400063,1.9373349;-0.34819227,-0.027355688,2.146165;-0.35701266,-0.070298225,2.2187297;0.068271786,0.32705447,1.9526211;0.13471253,0.09818417,2.0086205;0.20576108,0.102089934,2.1851213;0.22474308,0.110008985,2.243;-0.14681771,-0.04937122,1.8561283;-0.13657407,-0.49696067,1.8794395;-0.1345966,-0.8109936,1.906348;-0.13574746,-0.86079484,1.8119044;0.0087062055,-0.043778975,1.8845267;0.06532101,-0.47812366,1.8198634;0.0944809,-0.80273104,1.816764;0.10983346,-0.8496546,1.7249677;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1172;-0.0751903,0.031462,1.88206;-0.08575272,0.09240551,1.9361105;-0.107390665,0.44246295,1.9306269;-0.11976152,0.6362634,1.9029169;-0.27706856,0.3155063,1.9151807;-0.31894463,0.09415546,1.9375308;-0.34800658,-0.027380295,2.1451828;-0.3569946,-0.07000821,2.217649;0.06851853,0.32691178,1.9526911;0.13499017,0.09764429,2.0085294;0.20812783,0.110296,2.186404;0.23017628,0.121851355,2.2477145;-0.1468102,-0.049516216,1.8560758;-0.13654813,-0.4969553,1.8795294;-0.1370802,-0.8155805,1.9036845;-0.13572161,-0.8676651,1.8094195;0.008712725,-0.04386005,1.8844727;0.065495916,-0.4779731,1.8191994;0.09527517,-0.80437404,1.8163626;0.11069392,-0.8513242,1.7246076;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1219;-0.07517357,0.031365074,1.8820417;-0.08570959,0.092297696,1.9361281;-0.10729026,0.44243887,1.9308255;-0.11942394,0.63619655,1.9027224;-0.27689227,0.31553996,1.9154271;-0.31886008,0.09429106,1.937719;-0.34784693,-0.027402336,2.1444297;-0.35695598,-0.069786385,2.2167978;0.068766214,0.32678202,1.9527763;0.13522042,0.09720053,2.0084748;0.20966981,0.115682736,2.187241;0.23346858,0.1292173,2.2505476;-0.14680108,-0.049643856,1.8560299;-0.13652469,-0.4969548,1.8796021;-0.13711339,-0.8184074,1.9034837;-0.13198888,-0.87395865,1.8107737;0.008721356,-0.043926816,1.8844283;0.06568849,-0.47779018,1.8184965;0.09600112,-0.8058014,1.8159527;0.11148205,-0.85277575,1.7242365;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1250;-0.075156294,0.031281043,1.8820283;-0.08566781,0.09219986,1.9361495;-0.10717317,0.44242415,1.9310509;-0.11904913,0.63612664,1.9025062;-0.27671736,0.31559953,1.9156647;-0.31878155,0.09441671,1.9378959;-0.34770808,-0.027420675,2.1438444;-0.35690266,-0.06961672,2.2161188;0.06902705,0.32666358,1.952888;0.13541347,0.096840955,2.0084572;0.21076283,0.1193992,2.1878526;0.23576158,0.13438036,2.2525284;-0.14679153,-0.049756728,1.8559896;-0.13650407,-0.49695352,1.8796673;-0.13764606,-0.8204995,1.9029688;-0.13100125,-0.8776169,1.8106389;0.008730814,-0.04398284,1.8843926;0.065880515,-0.47758508,1.8178105;0.09664905,-0.8071139,1.8153579;0.11216997,-0.8540494,1.7236713;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1281;-0.075136214,0.031211412,1.882022;-0.0856255,0.092114225,1.9361767;-0.10705261,0.44242013,1.93129;-0.11859493,0.63606626,1.9022362;-0.27654424,0.31569394,1.9158993;-0.31870976,0.09453462,1.9380628;-0.34758914,-0.02743711,2.1433969;-0.35684294,-0.06949076,2.215589;0.06930764,0.3265449,1.9530364;0.13557585,0.09654161,2.0084646;0.21155775,0.122133024,2.1883054;0.23735891,0.13779226,2.2539809;-0.14677916,-0.04985464,1.855956;-0.13648705,-0.49695018,1.8797218;-0.11608088,-0.7846735,1.9277726;-0.1344577,-0.7761324,1.8511004;0.008743895,-0.04402674,1.8843687;0.06605959,-0.477392,1.8171964;0.09707815,-0.8076694,1.8148841;0.11264361,-0.8545798,1.7232004;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1313;-0.07512087,0.031138817,1.8820406;-0.08556912,0.09200059,1.9362615;-0.10687045,0.44253984,1.9320744;-0.118155405,0.6360179,1.9019995;-0.27629656,0.31597504,1.9164058;-0.31865716,0.094791085,1.938408;-0.34724212,-0.027731128,2.1432061;-0.35638818,-0.06988061,2.215365;0.0695914,0.32639354,1.9531509;0.13571677,0.09628305,2.0084624;0.21215299,0.12391156,2.188544;0.23852073,0.13925043,2.25472;-0.14677645,-0.04994635,1.8559513;-0.1364776,-0.49694747,1.8797871;-0.10365535,-0.76396394,1.9431915;-0.13423786,-0.7415639,1.8664727;0.008753144,-0.044065922,1.8843544;0.066215895,-0.47720027,1.8166203;0.09737172,-0.8074058,1.813704;0.11288511,-0.85408235,1.7218472;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1344;-0.075112455,0.031053077,1.8820951;-0.08550032,0.09185285,1.9364238;-0.10663118,0.44274,1.9333496;-0.11773183,0.63598776,1.9018056;-0.27594844,0.31641737,1.917157;-0.3186515,0.09515077,1.938905;-0.3467715,-0.028260421,2.143437;-0.35569677,-0.07072134,2.2157183;0.06986705,0.32621107,1.9532301;0.13583899,0.09605645,2.008463;0.21253446,0.12491446,2.1886208;0.23914143,0.13932778,2.2549329;-0.14678557,-0.050044443,1.8559974;-0.13647592,-0.49693695,1.8798796;-0.11713056,-0.77389604,1.9350222;-0.14136793,-0.79338884,1.8485527;0.008756989,-0.0441019,1.8843462;0.066349104,-0.4770308,1.8161254;0.09752194,-0.80710655,1.81261;0.11291262,-0.85356724,1.7205787;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1375;-0.07511115,0.030950975,1.8821801;-0.085423484,0.09167551,1.9366409;-0.10634655,0.442918,1.9347711;-0.11734312,0.63596654,1.9016368;-0.27557316,0.3168728,1.9179599;-0.31865293,0.095558956,1.9394574;-0.3463519,-0.028757099,2.1437132;-0.35508522,-0.071526155,2.2160864;0.07015134,0.32599086,1.9532784;0.13595347,0.09585959,2.008472;0.21282543,0.1253465,2.188571;0.23953454,0.1385642,2.2547562;-0.1468049,-0.05014698,1.8560727;-0.13648692,-0.49692023,1.8799877;-0.12846388,-0.7840648,1.9272085;-0.14526154,-0.8288237,1.8359226;0.008754183,-0.044145152,1.8843458;0.06638243,-0.47690943,1.8158251;0.097591355,-0.8068815,1.8117137;0.11285599,-0.85313654,1.7195117;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1422;-0.07511921,0.030819504,1.8823026;-0.085340835,0.09145657,1.9369165;-0.106057316,0.4430372,1.9362258;-0.116963156,0.6359424,1.9014951;-0.27520406,0.3172773,1.9187696;-0.31862876,0.0959022,1.9405768;-0.34584495,-0.029305872,2.1441996;-0.3546744,-0.071974725,2.2163088;0.070447534,0.32572228,1.9533035;0.1360822,0.09565683,2.0085049;0.21306737,0.12533687,2.1884656;0.23979028,0.13731812,2.254403;-0.14683768,-0.050267432,1.8561877;-0.1365115,-0.49690416,1.8801154;-0.1366478,-0.7924191,1.9211137;-0.1471084,-0.84843016,1.8288924;0.008741558,-0.04420551,1.8843529;0.066360556,-0.47683766,1.8156494;0.097534165,-0.8067566,1.8110614;0.1126429,-0.8528345,1.7187029;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1453;-0.075127505,0.030665947,1.8824556;-0.08524484,0.09120976,1.937236;-0.1057457,0.4431225,1.937631;-0.11660166,0.635909,1.9013726;-0.27483916,0.31759176,1.9195274;-0.3186108,0.09606474,1.9412518;-0.38155726,0.011826921,2.1533136;-0.40550104,-0.013217403,2.2276633;0.07076229,0.32540384,1.953311;0.13623299,0.09542163,2.008549;0.21324776,0.12502155,2.1883123;0.2398974,0.13589829,2.2539515;-0.1468738,-0.050397526,1.856329;-0.13655291,-0.49688306,1.8802614;-0.14229375,-0.79881907,1.9166489;-0.1480596,-0.860256,1.8246423;0.008724543,-0.044277348,1.884368;0.06624549,-0.47678605,1.8155527;0.09742904,-0.80668443,1.8105136;0.11238119,-0.8526071,1.7180123;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1485;-0.0751362,0.030500533,1.8826255;-0.08514614,0.09095437,1.9375703;-0.1054356,0.4431931,1.93892;-0.11624268,0.6358737,1.9012582;-0.2744429,0.31788656,1.9202297;-0.31860167,0.096251585,1.9422178;-0.36843866,-0.010057931,2.151626;-0.39352217,-0.033712167,2.2254667;0.071064405,0.32508457,1.9533082;0.13638684,0.09519943,2.0086021;0.21337819,0.12457126,2.1881545;0.23990987,0.13453457,2.2535014;-0.14690998,-0.05052651,1.8564816;-0.13660604,-0.49685696,1.8804193;-0.14616634,-0.8036059,1.9134398;-0.1486062,-0.86778384,1.8219442;0.008702759,-0.04435623,1.8843882;0.066082895,-0.47674248,1.815504;0.09731345,-0.8066528,1.8100569;0.112130016,-0.8524516,1.7174414;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
