Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
1261;-0.08568588,0.02241439,1.8975215;-0.093384705,0.083383776,1.9534404;-0.10842734,0.43981636,1.9542494;-0.1133286,0.6363975,1.9377105;-0.2771094,0.30844808,1.9357991;-0.33303016,0.08055152,1.953535;-0.39582685,0.009274833,2.1558325;-0.3703858,-0.043933053,2.1594625;0.06999508,0.31503782,1.964606;0.12888126,0.07800186,2.0225804;0.14766923,-0.05590255,2.1670756;0.13699342,-0.1275188,2.1641967;-0.15959385,-0.056907758,1.872863;-0.14398128,-0.49890214,1.9163861;-0.064349875,-0.7731222,2.046077;-0.026501173,-0.8540199,2.011535;-0.003151283,-0.053118866,1.8966005;0.06457154,-0.46343175,1.7813171;0.10480528,-0.7530352,1.7620405;0.12016505,-0.79285926,1.674672;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1308;-0.08559602,0.022449441,1.8976655;-0.09333422,0.08341596,1.9535594;-0.10834879,0.43983546,1.9543725;-0.11321752,0.63650537,1.9381098;-0.27707735,0.30844703,1.9358103;-0.33297452,0.0804757,1.953597;-0.39638653,0.0100607695,2.1558244;-0.36869797,-0.044845577,2.1597407;0.070132,0.315016,1.9649227;0.12888458,0.077987045,2.022901;0.13981701,-0.07780323,2.1582432;0.12764038,-0.15285747,2.156418;-0.1595129,-0.05693281,1.8729872;-0.14421882,-0.49949896,1.9147426;-0.06428827,-0.7732266,2.045742;-0.026479334,-0.85416186,2.0111768;-0.003043888,-0.053039085,1.8967954;0.062470578,-0.4672421,1.789132;0.10118736,-0.7541644,1.7668637;0.115915306,-0.7943062,1.6799058;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1339;-0.085508846,0.022468548,1.8977994;-0.0932762,0.083431944,1.9536796;-0.10822913,0.43984273,1.9545761;-0.11314697,0.63655317,1.9385307;-0.27704227,0.30843666,1.9358361;-0.33284536,0.08027787,1.953752;-0.392831,0.005077619,2.1567278;-0.36382708,-0.049742736,2.1603904;0.07025627,0.31495702,1.9651846;0.12891816,0.07793879,2.0231495;0.14310193,-0.083037555,2.1585598;0.12339419,-0.16188784,2.1517503;-0.15942954,-0.056973703,1.8731118;-0.14442725,-0.5000213,1.9131999;-0.06406857,-0.77296627,2.0456264;-0.02624189,-0.854098,2.0114436;-0.0029536604,-0.052985318,1.8969424;0.060469393,-0.4706447,1.7960225;0.097641364,-0.7554314,1.7716298;0.111783646,-0.7957054,1.6850435;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1370;-0.08542792,0.022482788,1.8979206;-0.09321754,0.083442815,1.9537939;-0.10810401,0.43985447,1.9548002;-0.11310223,0.63662136,1.9391017;-0.2770052,0.3084184,1.9358747;-0.33265895,0.07998084,1.9539738;-0.38924453,-1.7651694E-4,2.1575627;-0.35959628,-0.05434539,2.1609523;0.0703694,0.31489003,1.9654065;0.12897065,0.07785465,2.0233047;0.1495416,-0.08109714,2.1614206;0.12469754,-0.1572305,2.1535141;-0.1593506,-0.057016023,1.8732289;-0.14465773,-0.5005872,1.9110107;-0.06373347,-0.77221334,2.0456412;-0.025362201,-0.8532609,2.0137532;-0.0028755623,-0.052942682,1.8970559;0.058684025,-0.4731567,1.8015974;0.09479453,-0.756577,1.7753918;0.10852979,-0.79674447,1.6890385;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1401;-0.085353754,0.022494717,1.89803;-0.09315807,0.08345088,1.9539026;-0.107958734,0.4398929,1.9550703;-0.11308006,0.6367024,1.9397109;-0.27696854,0.30839762,1.9359254;-0.33243454,0.07966423,1.954218;-0.38537043,-0.005412788,2.1582851;-0.35571623,-0.05878176,2.1614387;0.07046923,0.31481844,1.9655874;0.12903793,0.07776447,2.0234017;0.15249825,-0.08126313,2.1621;0.12644431,-0.1529649,2.1577256;-0.15927795,-0.057056163,1.873336;-0.14487709,-0.50106007,1.9087975;-0.06333343,-0.7711038,2.0457876;-0.024429291,-0.8520209,2.0167663;-0.0028097068,-0.05290683,1.8971438;0.057510115,-0.47474873,1.805188;0.092555925,-0.75750065,1.778352;0.10594879,-0.7975337,1.6922487;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1433;-0.08528434,0.022504268,1.8981292;-0.09309736,0.08345618,1.9540062;-0.10781829,0.43993407,1.9553436;-0.11310158,0.63666195,1.9404014;-0.27693364,0.30837163,1.9359884;-0.33226624,0.07942022,1.9544013;-0.38352674,-0.00793901,2.1586392;-0.35282487,-0.06292847,2.1606238;0.070561424,0.3147374,1.9657335;0.12912278,0.07767746,2.0234559;0.15513162,-0.08001806,2.1629262;0.12942532,-0.14686428,2.1630812;-0.15920939,-0.057094432,1.8734349;-0.14508502,-0.5014599,1.9067798;-0.06289036,-0.7698635,2.0459943;-0.023543566,-0.8506722,2.0197356;-0.0027496223,-0.0528783,1.897212;0.05673971,-0.4757839,1.8075513;0.090813026,-0.75823724,1.7806312;0.10390909,-0.79812866,1.6947855;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1479;-0.0852176,0.02251033,1.8982192;-0.093032576,0.083457634,1.9541057;-0.10766246,0.43998125,1.9556303;-0.11318829,0.63658404,1.9410502;-0.2768992,0.3083328,1.9360652;-0.33201438,0.0790562,1.9546751;-0.38163695,-0.010534535,2.1589775;-0.3505298,-0.066650875,2.1595325;0.07065159,0.31464812,1.9658543;0.12924768,0.077548854,2.0234869;0.1589888,-0.07520884,2.1654747;0.1335289,-0.13817571,2.1683228;-0.15914407,-0.057134505,1.8735273;-0.14513129,-0.50169396,1.9058886;-0.06245032,-0.7690103,2.046369;-0.022868454,-0.849914,2.0218582;-0.0026920068,-0.052855894,1.8972638;0.05622977,-0.47647083,1.8091319;0.08957083,-0.7587954,1.7823046;0.102470286,-0.7985641,1.6966208;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1495;-0.085150905,0.022511339,1.8983014;-0.092962384,0.08345502,1.9542013;-0.10751172,0.44003043,1.9559017;-0.11332238,0.6364581,1.941648;-0.27686417,0.30827746,1.93616;-0.33185637,0.07882277,1.9548475;-0.41465133,0.04818002,2.1597002;-0.42631295,0.030859463,2.2051723;0.07073842,0.3145488,1.9659508;0.12939073,0.07739925,2.0234935;0.16309899,-0.068988584,2.1685903;0.13767533,-0.12939031,2.172878;-0.15907708,-0.057180736,1.8736176;-0.14516412,-0.5019325,1.9050894;-0.062071547,-0.7683236,2.0466251;-0.022332812,-0.84938645,2.0233953;-0.0026329486,-0.052839074,1.897302;0.05588727,-0.47694606,1.8102123;0.08868176,-0.7592073,1.783495;0.10144079,-0.7988808,1.6979158;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1542;-0.08508509,0.022506535,1.8983787;-0.092888765,0.08344773,1.9542955;-0.107370384,0.44008175,1.9561622;-0.11347296,0.63634676,1.9422064;-0.2768284,0.30821696,1.9362608;-0.3316064,0.07843141,1.9551435;-0.39634523,0.014736489,2.1600025;-0.38834953,-0.015732436,2.1864858;0.07081668,0.3144396,1.9660202;0.12953082,0.07726169,2.0234396;0.16720033,-0.06228473,2.1714506;0.14149535,-0.12115047,2.1762993;-0.15900525,-0.057234615,1.8737124;-0.14517634,-0.5021475,1.9043243;-0.061794322,-0.76784277,2.046677;-0.022032294,-0.84908104,2.0241814;-0.002577311,-0.052826993,1.8973308;0.055653047,-0.47725427,1.8109599;0.08810548,-0.75947756,1.7842883;0.10077348,-0.79908544,1.6987741;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1573;-0.085021906,0.022499742,1.8984505;-0.092813544,0.083438806,1.9543864;-0.10724172,0.44013166,1.9564021;-0.113621324,0.63624746,1.9427077;-0.276793,0.30815348,1.9363703;-0.33144337,0.07818685,1.9553359;-0.3942577,0.011890474,2.1601431;-0.39444518,-0.020283975,2.2055578;0.07088658,0.31432793,1.9660666;0.12976785,0.07703509,2.023172;0.16982637,-0.057486683,2.1728158;0.1643877,-0.10219943,2.2038498;-0.15893395,-0.05728922,1.8738058;-0.14518227,-0.5023289,1.9036947;-0.061579134,-0.767475,2.0466774;-0.021832032,-0.8488699,2.024726;-0.0025240858,-0.052817456,1.8973525;0.05565424,-0.47719675,1.8110747;0.08770803,-0.75965804,1.7848257;0.100308895,-0.79922557,1.6993611;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1604;-0.084960096,0.022491166,1.8985194;-0.092737764,0.08342846,1.9544762;-0.10712673,0.44019136,1.9566375;-0.11377122,0.6361812,1.9431385;-0.27675775,0.30808917,1.9364824;-0.33128816,0.07796866,1.9555172;-0.39031467,0.0057636355,2.1602912;-0.39592454,-0.025989896,2.2165973;0.07095043,0.3142212,1.9661008;0.13000177,0.076821566,2.0228682;0.17091246,-0.055768672,2.173046;0.17210853,-0.09713951,2.2128022;-0.15886244,-0.05734471,1.8738986;-0.14518355,-0.50248563,1.903184;-0.061341505,-0.76746184,2.0459523;-0.021727078,-0.8489597,2.0241296;-0.0024725068,-0.052809983,1.8973696;0.056163695,-0.4762992,1.8099145;0.08765005,-0.75974315,1.7850697;0.10023264,-0.7992557,1.699636;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1636;-0.084888965,0.022483913,1.8985953;-0.09265132,0.08342161,1.9545748;-0.107021734,0.44025937,1.9568617;-0.11392661,0.6361702,1.9435227;-0.27672508,0.30802757,1.9365944;-0.33105806,0.07770321,1.9557822;-0.38280663,-0.0049023647,2.158985;-0.36293048,-0.055183563,2.1785192;0.071004055,0.3141306,1.9661255;0.13021196,0.076676644,2.0226111;0.17144078,-0.054626748,2.1729097;0.17671473,-0.09401027,2.2183087;-0.15878163,-0.057400838,1.8739979;-0.14521702,-0.50262135,1.9027016;-0.061215702,-0.76731753,2.045655;-0.02165291,-0.84893835,2.0240624;-0.0024067147,-0.0527978,1.8973912;0.057333834,-0.47466165,1.8071328;0.08796954,-0.7596654,1.7849462;0.100559,-0.799165,1.6995524;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1674;-0.084812045,0.022479236,1.898679;-0.0925601,0.08341984,1.9546809;-0.106932886,0.44033444,1.9570678;-0.114073634,0.63619643,1.9438571;-0.27669677,0.3079698,1.936705;-0.33090624,0.07753851,1.9559523;-0.3801486,-0.008582309,2.1586387;-0.35087806,-0.06670715,2.164033;0.07104876,0.31405205,1.9661437;0.13034321,0.07658311,2.0224586;0.17126459,-0.05421584,2.1724703;0.17035082,-0.09957899,2.2111213;-0.15869392,-0.057455342,1.8741056;-0.14526176,-0.5027314,1.9022627;-0.06114706,-0.7672054,2.0453935;-0.021634355,-0.84894824,2.0239565;-0.0023308736,-0.052780665,1.8974215;0.059188254,-0.47254902,1.8027849;0.088922694,-0.75932044,1.7843481;0.10157507,-0.7988937,1.6990279;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1705;-0.08471774,0.022483377,1.8987832;-0.09245335,0.08342946,1.9548064;-0.10685151,0.440412,1.9572587;-0.114208944,0.6362471,1.9441347;-0.27667114,0.307916,1.936809;-0.33076754,0.07739564,1.956112;-0.37843332,-0.010883715,2.1584287;-0.3446594,-0.072588354,2.1567166;0.0710868,0.3139868,1.966159;0.13045129,0.076502815,2.022336;0.16697924,-0.05579705,2.1707647;0.15916826,-0.11084897,2.1958532;-0.15859668,-0.057503372,1.8742234;-0.14311907,-0.50261605,1.9089884;-0.060737323,-0.76865,2.0461597;-0.02181159,-0.84964854,2.0230875;-0.002224896,-0.05274995,1.8974787;0.061354343,-0.47026202,1.797582;0.09349211,-0.75791365,1.7794368;0.10696351,-0.79682726,1.6935523;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1737;-0.084585965,0.022486622,1.8989409;-0.09232117,0.083444536,1.9549749;-0.10678081,0.44048727,1.9574338;-0.114330195,0.63630164,1.9443697;-0.2766482,0.30786586,1.936907;-0.33058044,0.07722137,1.9563396;-0.37704074,-0.012733464,2.158163;-0.34075028,-0.07647713,2.1521895;0.07111931,0.31393164,1.9661751;0.13055623,0.076418296,2.0222313;0.15259404,-0.070171416,2.1580641;0.15327434,-0.12628427,2.1781337;-0.15845093,-0.05756912,1.8744072;-0.14241232,-0.5026319,1.9112214;-0.060325414,-0.7691865,2.04666;-0.02175477,-0.8499199,2.0227747;-0.002061398,-0.05271037,1.8976021;0.06373699,-0.46768278,1.7917199;0.097951725,-0.7562431,1.7739631;0.11200571,-0.79467946,1.6876787;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1783;-0.084428206,0.02249616,1.8991467;-0.09216909,0.083469026,1.9551857;-0.10671688,0.44055927,1.9576001;-0.11443568,0.6363551,1.9445727;-0.27662894,0.3078212,1.9369998;-0.33040687,0.07706523,1.9565533;-0.37609863,-0.014080294,2.1580846;-0.33804628,-0.07927412,2.1493168;0.07114604,0.31388307,1.9661913;0.13063449,0.07636315,2.0221696;0.14583845,-0.077215016,2.151936;0.1501436,-0.13556208,2.167847;-0.15828572,-0.057635654,1.8746226;-0.14205167,-0.50266546,1.9123806;-0.0604867,-0.77067107,2.045864;-0.022662617,-0.8511226,2.0195935;-0.0018540209,-0.052653387,1.8978009;0.06586395,-0.46524525,1.7861834;0.10164168,-0.7545481,1.7688525;0.11595773,-0.7926962,1.682573;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1815;-0.08425372,0.022508195,1.899394;-0.09200312,0.08349553,1.9554359;-0.10664962,0.4406202,1.9577715;-0.11453739,0.6363342,1.9447372;-0.2766132,0.30777887,1.9370904;-0.33025196,0.07692969,1.9567589;-0.37542495,-0.0150778685,2.1580348;-0.3363143,-0.08123241,2.1473644;0.07116814,0.31383857,1.966213;0.13070773,0.07630729,2.022166;0.14205264,-0.08136863,2.1486552;0.14825624,-0.14154983,2.1616247;-0.15811087,-0.057703532,1.8748654;-0.14181076,-0.50269157,1.9131572;-0.060456224,-0.7711104,2.045882;-0.02288296,-0.85149974,2.018877;-0.0016280249,-0.052590102,1.898052;0.06755308,-0.46327,1.7815375;0.104390904,-0.75307983,1.7646692;0.11883471,-0.7911283,1.6784905;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1830;-0.08405901,0.022524064,1.8996856;-0.09182859,0.08352682,1.9557216;-0.10659043,0.4406754,1.9579399;-0.114642404,0.6363014,1.9448723;-0.27660006,0.30773917,1.9371763;-0.33015066,0.076840505,1.956897;-0.37498328,-0.015763802,2.1580355;-0.33579978,-0.08204964,2.1466317;0.07118727,0.31379455,1.9662467;0.13077982,0.076248854,2.0222447;0.13970917,-0.083981305,2.146682;0.1470516,-0.14552827,2.157652;-0.15791899,-0.0577722,1.875134;-0.14161666,-0.5027376,1.9138128;-0.060404353,-0.7715071,2.0460165;-0.02302192,-0.8518005,2.0183723;-0.0013642102,-0.052516304,1.8983833;0.06871197,-0.4618488,1.7781368;0.10639657,-0.7518909,1.7614524;0.12092575,-0.7899268,1.6753815;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1877;-0.0838644,0.022543775,1.899989;-0.09166032,0.08356095,1.9560157;-0.106539,0.44072533,1.958103;-0.11473432,0.6362675,1.944982;-0.27658933,0.30770323,1.9372623;-0.33002603,0.07674235,1.9570864;-0.37475413,-0.016260145,2.1581106;-0.33608484,-0.08225412,2.1467986;0.07120541,0.3137505,1.9662999;0.13083197,0.076203585,2.0223277;0.13819227,-0.08562818,2.145395;0.14605488,-0.14800389,2.1568565;-0.15772897,-0.057835665,1.875407;-0.14162849,-0.5027922,1.9138838;-0.0604319,-0.7718573,2.0456996;-0.02323019,-0.8521058,2.0173516;-0.0011002881,-0.05243967,1.8987322;0.06946004,-0.46086767,1.7757597;0.107590176,-0.75110173,1.7595162;0.12214136,-0.789212,1.67364;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1908;-0.083676055,0.022562588,1.9002923;-0.09150568,0.083591856,1.9563082;-0.1064925,0.4407685,1.9582702;-0.114827156,0.63619226,1.945065;-0.2765788,0.30766693,1.9373491;-0.32994133,0.076678745,1.9572176;-0.37456664,-0.01662841,2.158136;-0.33602747,-0.08314899,2.1461325;0.0712293,0.31369284,1.9664074;0.13089804,0.076144956,2.0225132;0.13720143,-0.0868787,2.1446078;0.14507878,-0.14938751,2.1582475;-0.15754516,-0.057895195,1.8756775;-0.14172508,-0.50288117,1.9136847;-0.061106224,-0.7734217,2.0431566;-0.02425906,-0.85312426,2.0132391;-8.506677E-4,-0.05236844,1.8990736;0.06993652,-0.46020114,1.7741519;0.108204566,-0.75051826,1.757993;0.12278038,-0.7886842,1.6722528;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1940;-0.08349931,0.022578355,1.9005857;-0.09136237,0.08361676,1.9565941;-0.106450655,0.44080207,1.9584463;-0.11490331,0.6361258,1.9451383;-0.27656913,0.30762944,1.9374413;-0.32986408,0.07663049,1.957346;-0.37455836,-0.016806997,2.1582448;-0.34798995,-0.078706376,2.1634216;0.07125658,0.31363046,1.9665428;0.13095915,0.07608814,2.022727;0.13670085,-0.087726556,2.1442945;0.14432824,-0.14995295,2.1606717;-0.15737118,-0.05795217,1.8759357;-0.14202355,-0.5030912,1.912854;-0.06158439,-0.77448696,2.0410702;-0.024914782,-0.8538705,2.0101893;-6.22922E-4,-0.052306097,1.8993987;0.07020812,-0.45977622,1.773108;0.10851654,-0.7501063,1.7568969;0.12308477,-0.7883074,1.6712328;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1971;-0.0833426,0.02258808,1.9008551;-0.091232955,0.083633594,1.9568613;-0.10641348,0.44083184,1.9586378;-0.11497214,0.6360553,1.9452019;-0.2765639,0.3075825,1.9375597;-0.32975775,0.07658021,1.9575726;-0.37482408,-0.016785227,2.1585999;-0.35322306,-0.07704209,2.1712422;0.07128195,0.31354874,1.9666942;0.13100567,0.076011315,2.022928;0.13659005,-0.08819009,2.1444478;0.14371532,-0.14984468,2.163816;-0.15721646,-0.05800682,1.8761721;-0.14250948,-0.5031517,1.9110707;-0.061681557,-0.7746285,2.040028;-0.025083581,-0.8540687,2.008931;-4.2672205E-4,-0.052257493,1.8996878;0.06957059,-0.45969856,1.7732586;0.10758745,-0.74998283,1.7562152;0.121812925,-0.78824145,1.670615;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2002;-0.08320463,0.02259476,1.9010975;-0.09111488,0.083645284,1.9571059;-0.10637505,0.44085956,1.9588423;-0.11503562,0.6359861,1.9452605;-0.27655882,0.30752128,1.937712;-0.32968342,0.07654637,1.9577343;-0.37479928,-0.01690358,2.1586635;-0.35412675,-0.07770342,2.170729;0.07130788,0.31345475,1.966849;0.13105075,0.07592968,2.0231116;0.1367588,-0.08833217,2.144926;0.1432495,-0.14931655,2.167057;-0.15708004,-0.058056794,1.8763851;-0.1429923,-0.5031855,1.9090571;-0.06159325,-0.77412623,2.0395532;-0.025047828,-0.85400075,2.0084417;-2.6107937E-4,-0.052218925,1.8999375;0.0671773,-0.46080413,1.7761599;0.105260536,-0.75035113,1.7565677;0.118959464,-0.78864574,1.6711019;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2033;-0.083084695,0.022599109,1.9013122;-0.091006495,0.08365276,1.9573271;-0.10633309,0.44088495,1.9590603;-0.115100645,0.6359254,1.94532;-0.27655596,0.30744815,1.9379019;-0.32960713,0.07651932,1.9579022;-0.37476808,-0.017006507,2.1587095;-0.37248632,-0.0641587,2.2004726;0.07133096,0.31335592,1.9669942;0.13108763,0.07587762,2.023213;0.15070944,-0.07216088,2.1590636;0.13899565,-0.13282174,2.1715682;-0.1569609,-0.058101345,1.8765754;-0.1434677,-0.50324917,1.9069054;-0.061457425,-0.77322805,2.0393672;-0.024605721,-0.85323167,2.0093002;-1.3049127E-4,-0.05219043,1.9001331;0.06308637,-0.4631114,1.7823532;0.1006996,-0.7515081,1.759495;0.113597505,-0.78999156,1.6744223;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2065;-0.08298312,0.022601174,1.9014951;-0.09090603,0.0836571,1.9575244;-0.10629229,0.44091135,1.9592773;-0.11517586,0.63587373,1.9453899;-0.2765528,0.30736277,1.9381307;-0.32951173,0.07648759,1.9581192;-0.3742491,-0.017486446,2.1584458;-0.37859786,-0.059730638,2.2119603;0.07134666,0.3132554,1.9671139;0.13114741,0.07584034,2.0233085;0.1591006,-0.06231723,2.1676466;0.1383454,-0.124136955,2.1751785;-0.15685813,-0.058139794,1.876742;-0.14388093,-0.5032282,1.9048392;-0.0613353,-0.77208626,2.039302;-0.024206027,-0.8522332,2.0105782;-3.2644748E-5,-0.05217004,1.9002733;0.05804293,-0.46581063,1.7912332;0.09592155,-0.7530922,1.7632245;0.108262554,-0.7914475,1.6783282;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2112;-0.08290101,0.02260047,1.9016489;-0.09081203,0.083657816,1.9577005;-0.106252216,0.4409358,1.9594938;-0.115287766,0.635821,1.9454887;-0.27655372,0.30726364,1.9384261;-0.32941392,0.076471075,1.9584402;-0.3737307,-0.017944615,2.158161;-0.38228852,-0.057047836,2.2188306;0.07135191,0.3131602,1.9672035;0.13124506,0.075826466,2.0233996;0.16558047,-0.054319516,2.1741586;0.13862208,-0.116361775,2.178397;-0.15677296,-0.05817304,1.8768889;-0.14421083,-0.5032193,1.9030819;-0.061166927,-0.770331,2.0398657;-0.023624945,-0.85043246,2.0141847;3.289833E-5,-0.052156,1.9003668;0.054394845,-0.4679416,1.7980444;0.09163681,-0.75462985,1.7669811;0.10350301,-0.7928064,1.6822312;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2127;-0.082833834,0.022598362,1.9017781;-0.0907232,0.08365616,1.9578574;-0.106213026,0.44096047,1.9597087;-0.115419485,0.6357703,1.9456227;-0.27654868,0.30715954,1.9387555;-0.32931194,0.07645676,1.9587746;-0.37256598,-0.01913642,2.1578102;-0.38434505,-0.055801645,2.2235184;0.07135383,0.31306228,1.9672635;0.13135307,0.07581355,2.0234303;0.17022635,-0.048160154,2.17864;0.13960013,-0.11019508,2.1799576;-0.15670134,-0.058201544,1.8770185;-0.14446428,-0.50319755,1.9016454;-0.061014194,-0.7686804,2.040481;-0.02320843,-0.84884346,2.0174475;7.84779E-5,-0.0521457,1.9004306;0.052077927,-0.469342,1.80248;0.0883321,-0.75586563,1.7700475;0.09983084,-0.79386115,1.6854212;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2174;-0.0827792,0.022595115,1.9018884;-0.09064001,0.08365304,1.9579977;-0.1061761,0.44098333,1.959909;-0.115572855,0.6357169,1.9458059;-0.27654284,0.3070623,1.9390957;-0.32920113,0.076447606,1.9591317;-0.37148777,-0.020209616,2.157501;-0.385644,-0.055031396,2.226854;0.07135149,0.31297326,1.9672978;0.13150185,0.07582567,2.0234392;0.17343302,-0.043730922,2.1816964;0.1408517,-0.10539942,2.1805873;-0.15664239,-0.058225967,1.8771375;-0.14466064,-0.50317687,1.9005094;-0.06090055,-0.76741797,2.0409164;-0.022977471,-0.84775174,2.0195916;1.10951034E-4,-0.052138265,1.9004766;0.05059532,-0.47025368,1.8053458;0.08585113,-0.7568176,1.7725201;0.09706565,-0.7946673,1.6880155;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2205;-0.08273314,0.022591244,1.9019841;-0.09056092,0.083648995,1.958124;-0.106141806,0.44100362,1.9600927;-0.11574664,0.6356748,1.9460543;-0.2765377,0.30697614,1.9394304;-0.32908317,0.07642926,1.9595517;-0.3706663,-0.020983435,2.157308;-0.38643792,-0.054520253,2.2292366;0.07134706,0.3128939,1.9673109;0.13168278,0.07586707,2.0234327;0.17552137,-0.040676665,2.1837626;0.14177573,-0.10180951,2.1807761;-0.15659176,-0.058247983,1.8772466;-0.14481898,-0.5031437,1.8996433;-0.060811576,-0.76637375,2.0412796;-0.022841701,-0.8469073,2.0211601;1.3515596E-4,-0.05213272,1.900511;0.049613703,-0.47086075,1.8072507;0.084021,-0.7575262,1.7744135;0.09501447,-0.7952527,1.6900188;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
