Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
943;-0.18620382,-0.12074514,1.5918776;-0.19666967,-0.06445313,1.6528977;-0.20253222,0.29335114,1.6841938;-0.19758579,0.4879768,1.6743503;-0.3664896,0.164507,1.650677;-0.43562725,-0.05176296,1.6902277;-0.15356274,0.1007659,1.7470022;-0.07459188,0.1277279,1.7662448;-0.029522289,0.17893025,1.7063897;0.12930627,0.15852077,1.7704797;0.06445921,0.20933512,1.5775571;0.036071703,0.21091412,1.5574617;-0.2605265,-0.2024849,1.5577232;-0.3050883,-0.53825134,1.5542743;-0.35190815,-0.8935329,1.5382923;-0.34608847,-0.93826425,1.4449219;-0.10503317,-0.1920069,1.5865233;-0.077532716,-0.5173969,1.5088565;-0.04718143,-0.87543356,1.41145;-0.027993957,-0.8997593,1.311576;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
959;-0.18566863,-0.120325305,1.5922017;-0.19648187,-0.06431217,1.6530812;-0.20220193,0.29332644,1.6845298;-0.19664943,0.4879528,1.6747421;-0.36603054,0.16489755,1.6507782;-0.43521154,-0.051781572,1.6901273;-0.15732592,0.095599994,1.7525425;-0.07815925,0.12317324,1.7731166;-0.030378066,0.1807919,1.714145;0.13044,0.15955605,1.7740563;0.107742526,0.20982477,1.5712281;0.10167936,0.21774484,1.5474358;-0.25946322,-0.20084517,1.5579363;-0.3050483,-0.53795564,1.5542262;-0.35226703,-0.8891282,1.5376974;-0.34586886,-0.9334839,1.4450972;-0.104782425,-0.19178565,1.5869454;-0.07789566,-0.5128966,1.5095747;-0.047838155,-0.8727779,1.4111601;-0.028327841,-0.8966957,1.312023;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1005;-0.18513599,-0.11974891,1.5925772;-0.19633383,-0.064050496,1.6533122;-0.20199646,0.29334372,1.6849366;-0.19588578,0.4879412,1.6752186;-0.36566374,0.16527662,1.650885;-0.4347624,-0.05163736,1.6899811;-0.16983014,0.07381413,1.7446438;-0.09194962,0.098493144,1.7620995;-0.03090758,0.18248941,1.7201648;0.13688171,0.16127165,1.7872282;0.1903162,0.2222461,1.5557121;0.20205386,0.22593209,1.5465364;-0.2584779,-0.1991198,1.5581851;-0.30500114,-0.53751564,1.5541403;-0.35258,-0.8850885,1.5370212;-0.345598,-0.9291397,1.4451039;-0.10446726,-0.19138768,1.5874705;-0.07825561,-0.50896704,1.510099;-0.048637994,-0.8699927,1.4107221;-0.028773183,-0.89353955,1.3123056;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1037;-0.18461154,-0.11886954,1.5930893;-0.19623505,-0.063539244,1.6536719;-0.2019108,0.29341236,1.6854477;-0.1953501,0.48794484,1.6757416;-0.36543706,0.16574779,1.6510774;-0.43443885,-0.05139162,1.6898488;-0.17835167,0.06011292,1.737877;-0.10111123,0.08325784,1.7527316;-0.031276055,0.18399282,1.7247946;0.15723184,0.17055184,1.7968091;0.28009737,0.2250616,1.5967963;0.2962,0.23966882,1.5239098;-0.25763953,-0.19731882,1.5584896;-0.30495757,-0.53696346,1.5540249;-0.3528186,-0.8816756,1.5363231;-0.34530655,-0.9254909,1.4449396;-0.10408004,-0.19071813,1.5881711;-0.07856304,-0.50569075,1.5105417;-0.04945302,-0.8673556,1.4102539;-0.029247373,-0.8905932,1.3124602;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1068;-0.18419199,-0.11800976,1.593584;-0.1962022,-0.06298339,1.6540544;-0.20197335,0.29353392,1.6861085;-0.19504505,0.48793817,1.6762965;-0.36527863,0.16615689,1.6512558;-0.4342596,-0.05108175,1.6897296;-0.18413441,0.05076223,1.7326037;-0.10675934,0.0736215,1.7462436;-0.031532973,0.1851121,1.7280176;0.1711972,0.17730793,1.8011569;0.34335256,0.22632667,1.6355944;0.38091135,0.25141567,1.5276525;-0.25700957,-0.19576529,1.5587873;-0.3049476,-0.5363071,1.553877;-0.3530715,-0.8790165,1.5356655;-0.34512326,-0.92267895,1.444678;-0.10375017,-0.19002402,1.588841;-0.078857414,-0.5031333,1.5109059;-0.050195895,-0.8652025,1.4098642;-0.029689023,-0.8882127,1.3125628;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1099;-0.18388589,-0.11708101,1.5941201;-0.1962635,-0.062303286,1.6545174;-0.20224702,0.2937393,1.6869632;-0.19519892,0.48792174,1.6770449;-0.365187,0.16650908,1.6514224;-0.43417257,-0.05074486,1.6896192;-0.18799746,0.044928055,1.7287141;-0.11035998,0.06793372,1.7417563;-0.031698525,0.18601847,1.730342;0.1826191,0.18412903,1.800132;0.3761994,0.23352817,1.6668742;0.44513467,0.26590517,1.5496899;-0.25656936,-0.19436337,1.559109;-0.30495766,-0.5356218,1.5537163;-0.3532631,-0.876933,1.5350482;-0.34494677,-0.92047006,1.4443434;-0.10347904,-0.1892699,1.5895147;-0.07913115,-0.501125,1.511203;-0.05086659,-0.8634068,1.4095192;-0.030095985,-0.8862435,1.3126022;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1130;-0.18369207,-0.11605901,1.5947086;-0.19640651,-0.061507408,1.6550548;-0.20266463,0.2939617,1.6878982;-0.19602467,0.48782018,1.6781172;-0.36517134,0.16681422,1.6515915;-0.43418747,-0.05035833,1.6895103;-0.19066133,0.0412637,1.725817;-0.1127877,0.06448581,1.7384595;-0.03181153,0.18671389,1.73197;0.19353774,0.19101937,1.795267;0.39484498,0.23777811,1.6789718;0.48304197,0.27257115,1.5883253;-0.2562869,-0.1930825,1.5594434;-0.3049844,-0.534886,1.5535433;-0.35340586,-0.87531924,1.5344831;-0.3447886,-0.91875666,1.4439414;-0.10326794,-0.18843573,1.5902088;-0.07942469,-0.49946246,1.5114766;-0.051518414,-0.86191005,1.4092264;-0.030522207,-0.88463116,1.3125741;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1177;-0.18360399,-0.11497405,1.5953285;-0.19660641,-0.06061941,1.6556393;-0.20314737,0.2941963,1.6887931;-0.19736186,0.48779628,1.6792997;-0.365257,0.16709907,1.651793;-0.43420172,-0.050107736,1.6894393;-0.3981868,-0.17403232,1.7275702;-0.4040354,-0.23587257,1.7449319;-0.031890854,0.1872847,1.7331116;0.20311843,0.19708242,1.7890326;0.41280758,0.24221131,1.6911436;0.5067098,0.28328216,1.6086318;-0.25614586,-0.1918942,1.5597967;-0.30502853,-0.5341656,1.553378;-0.35350376,-0.8740315,1.5339642;-0.3446474,-0.91736627,1.4435122;-0.10311021,-0.18758112,1.5908887;-0.07971106,-0.49833968,1.5116872;-0.05225908,-0.86063147,1.4090078;-0.031091508,-0.88327044,1.3125522;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1209;-0.1836447,-0.11373896,1.5960023;-0.19685715,-0.059585143,1.6562771;-0.20364825,0.29443622,1.6895858;-0.19914035,0.4878093,1.6803902;-0.3657045,0.16755183,1.6522478;-0.4342623,-0.04985231,1.6893868;-0.43581167,-0.24243009,1.7320164;-0.43443996,-0.3066495,1.7509921;-0.031933457,0.1877594,1.7339025;0.2083415,0.20015773,1.7858343;0.41513404,0.24680555,1.6992432;0.5049205,0.2891901,1.6279575;-0.25617552,-0.19069521,1.5602138;-0.3050879,-0.53347325,1.5532337;-0.35353944,-0.8729705,1.5334748;-0.3445055,-0.91618335,1.443041;-0.103005484,-0.18670918,1.5915346;-0.079948016,-0.4975135,1.5118524;-0.052918777,-0.85955495,1.4088384;-0.031668745,-0.88211536,1.3125151;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1240;-0.18373328,-0.11262321,1.5965961;-0.19710355,-0.058620427,1.6568457;-0.2041503,0.29467082,1.6902584;-0.20100136,0.48784596,1.6812874;-0.3661703,0.1679402,1.6526736;-0.43435618,-0.049595617,1.6893551;-0.46423274,-0.28088248,1.7336336;-0.45386556,-0.34274504,1.754937;-0.03194532,0.18821429,1.7344255;0.21172221,0.20197208,1.7845824;0.41285294,0.2507789,1.7036757;0.50090915,0.29353458,1.6379199;-0.2562794,-0.18962765,1.5606347;-0.305156,-0.5328171,1.5531164;-0.35355893,-0.8721338,1.533048;-0.34439138,-0.9152342,1.4425946;-0.10293748,-0.18590873,1.5920858;-0.08017495,-0.4969332,1.5119841;-0.053610645,-0.8586606,1.4087341;-0.032328457,-0.88116205,1.3124995;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1271;-0.18387027,-0.11156516,1.5971304;-0.19734718,-0.057694625,1.6573522;-0.2046385,0.29488853,1.6908033;-0.20267543,0.48787272,1.681962;-0.36679247,0.16838695,1.6531974;-0.43448007,-0.04933778,1.6893467;-0.46138355,-0.28541887,1.7356128;-0.44998842,-0.34710732,1.7570627;-0.03194001,0.18863557,1.7347419;0.21408483,0.20329401,1.7837498;0.4014289,0.25362408,1.7021699;0.47282723,0.29981261,1.6337279;-0.25644696,-0.18864757,1.5610495;-0.30521867,-0.5322319,1.5530269;-0.35354722,-0.8714626,1.5326768;-0.34428033,-0.9144588,1.4421769;-0.10290293,-0.18514597,1.5925677;-0.08042318,-0.49653617,1.5121017;-0.05435509,-0.8578955,1.4086994;-0.033100635,-0.88035285,1.312519;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1302;-0.18402973,-0.11052797,1.5976453;-0.1975769,-0.05679053,1.6578238;-0.20506129,0.29507518,1.6912396;-0.20406902,0.4878932,1.6824429;-0.3674517,0.16884264,1.6537424;-0.43462124,-0.04908198,1.6893579;-0.45908183,-0.28830543,1.7367599;-0.44713223,-0.35063607,1.7581927;-0.031914905,0.18905312,1.7349343;0.21335833,0.2034002,1.7850108;0.37149724,0.25458956,1.6865134;0.41507336,0.2982133,1.6079448;-0.25664607,-0.18774867,1.5614547;-0.30528113,-0.5317165,1.5529616;-0.35352343,-0.8709172,1.5323503;-0.3441781,-0.9138191,1.4417882;-0.102888785,-0.18435894,1.5930521;-0.08065251,-0.49626207,1.5121979;-0.05504722,-0.8572176,1.4086648;-0.0338406,-0.87963706,1.3125103;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1334;-0.18417886,-0.109604806,1.5981134;-0.19777863,-0.055976328,1.6582408;-0.20541671,0.29523185,1.6915842;-0.20516756,0.4879086,1.6827753;-0.36805022,0.1692483,1.6542304;-0.43476215,-0.04883785,1.6893766;-0.4485593,-0.28195316,1.7371305;-0.43793425,-0.3477669,1.7583617;-0.031885162,0.18945706,1.7350671;0.20099457,0.1968503,1.7990066;0.3186538,0.24688074,1.6604216;0.336073,0.28444713,1.5745771;-0.25684157,-0.18696623,1.5618283;-0.3053356,-0.5312709,1.5529115;-0.35349068,-0.87047815,1.5320594;-0.34407535,-0.9132968,1.4414256;-0.10288466,-0.18360893,1.5935421;-0.08086838,-0.49608305,1.5122868;-0.055680092,-0.8566336,1.4086323;-0.03451672,-0.8790249,1.3124852;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1365;-0.18430068,-0.108855926,1.5985096;-0.19794679,-0.055298053,1.6585902;-0.20571184,0.2953631,1.6918575;-0.20597246,0.48791882,1.6830112;-0.36849475,0.16954722,1.6546049;-0.43489423,-0.048612997,1.6893983;-0.43226528,-0.2664656,1.7368147;-0.41866192,-0.32884544,1.7573583;-0.03186466,0.18977566,1.7351667;0.17611185,0.18176022,1.8208128;0.27214438,0.23325539,1.6522874;0.24090956,0.25177515,1.5666597;-0.25700545,-0.18631877,1.5621656;-0.30538052,-0.53088534,1.5528731;-0.35345837,-0.8701292,1.5317972;-0.34397802,-0.9128758,1.441086;-0.102885604,-0.18296185,1.5939924;-0.081051596,-0.49596998,1.5123645;-0.05619773,-0.856164,1.408597;-0.035056707,-0.87853754,1.3124486;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1412;-0.18439613,-0.10826101,1.5988258;-0.19808815,-0.05474859,1.6588662;-0.2059535,0.29546645,1.6920745;-0.20654555,0.48792046,1.6831541;-0.36878327,0.16975138,1.6548601;-0.43499607,-0.048426192,1.6894104;-0.42066333,-0.25497803,1.7359791;-0.40614113,-0.31603485,1.7559423;-0.031845838,0.19002476,1.7352571;0.15300405,0.17455597,1.8284554;0.19902416,0.21205609,1.6076173;0.16160277,0.20856495,1.6019409;-0.257135,-0.18578978,1.5624467;-0.30541748,-0.53055084,1.5528334;-0.35339835,-0.8696735,1.5314927;-0.3438459,-0.9123267,1.4407424;-0.102889314,-0.18242233,1.5943741;-0.08120055,-0.49590406,1.5124394;-0.056672946,-0.855598,1.4086262;-0.035542503,-0.87794954,1.3125156;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1443;-0.1844675,-0.10777248,1.5991001;-0.19820265,-0.05429033,1.6591022;-0.20614621,0.29554754,1.6922547;-0.20688432,0.48792127,1.6832665;-0.369002,0.16992459,1.6550736;-0.43507493,-0.048262294,1.6894135;-0.41298506,-0.24681991,1.735275;-0.39834213,-0.3073618,1.754887;-0.03183172,0.19019684,1.7353436;0.14073133,0.16174242,1.7996753;0.100955084,0.19445917,1.5695692;0.06208514,0.19329938,1.5440857;-0.25723362,-0.18534097,1.562693;-0.30544168,-0.5302617,1.5528008;-0.35331795,-0.8691828,1.5311877;-0.34368578,-0.9117382,1.4404188;-0.10289056,-0.18195453,1.5947441;-0.08130392,-0.49585158,1.5125169;-0.057026837,-0.8550386,1.4086889;-0.03589226,-0.87736136,1.3126314;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
