Time;SPINE_BASE_X,SPINE_BASE_Y,SPINE_BASE_Z;SPINE_MID_X,SPINE_MID_Y,SPINE_MID_Z;NECK_X,NECK_Y,NECK_Z;HEAD_X,HEAD_Y,HEAD_Z;SHOULDER_LEFT_X,SHOULDER_LEFT_Y,SHOULDER_LEFT_Z;ELBOW_LEFT_X,ELBOW_LEFT_Y,ELBOW_LEFT_Z;WRIST_LEFT_X,WRIST_LEFT_Y,WRIST_LEFT_Z;HAND_LEFT_X,HAND_LEFT_Y,HAND_LEFT_Z;SHOULDER_RIGHT_X,SHOULDER_RIGHT_Y,SHOULDER_RIGHT_Z;ELBOW_RIGHT_X,ELBOW_RIGHT_Y,ELBOW_RIGHT_Z;WRIST_RIGHT_X,WRIST_RIGHT_Y,WRIST_RIGHT_Z;HAND_RIGHT_X,HAND_RIGHT_Y,HAND_RIGHT_Z;HIP_LEFT_X,HIP_LEFT_Y,HIP_LEFT_Z;KNEE_LEFT_X,KNEE_LEFT_Y,KNEE_LEFT_Z;ANKLE_LEFT_X,ANKLE_LEFT_Y,ANKLE_LEFT_Z;FOOT_LEFT_X,FOOT_LEFT_Y,FOOT_LEFT_Z;HIP_RIGHT_X,HIP_RIGHT_Y,HIP_RIGHT_Z;KNEE_RIGHT_X,KNEE_RIGHT_Y,KNEE_RIGHT_Z;ANKLE_RIGHT_X,ANKLE_RIGHT_Y,ANKLE_RIGHT_Z;FOOT_RIGHT_X,FOOT_RIGHT_Y,FOOT_RIGHT_Z;SPINE_SHOULDER_X,SPINE_SHOULDER_Y,SPINE_SHOULDER_Z;HAND_TIP_LEFT_X,HAND_TIP_LEFT_Y,HAND_TIP_LEFT_Z;THUMB_LEFT_X,THUMB_LEFT_Y,THUMB_LEFT_Z;HAND_TIP_RIGHT_X,HAND_TIP_RIGHT_Y,HAND_TIP_RIGHT_Z;THUMB_RIGHT_X,THUMB_RIGHT_Y,THUMB_RIGHT_Z
933;-0.022841828,0.027610017,1.9031407;-0.028674515,0.08926169,1.9597578;-0.040816206,0.4484395,1.960411;-0.046680927,0.6471476,1.945355;-0.2125179,0.32152236,1.9430512;-0.26470023,0.09469657,1.9745029;-0.30099013,-0.020397056,2.1622818;-0.3090516,-0.078842185,2.2317524;0.13499875,0.31921947,1.9631692;0.19318072,0.08389394,2.017602;0.20220283,-0.07257583,2.144134;0.20847566,-0.099716626,2.2034;-0.09786478,-0.049825374,1.8812726;-0.103942156,-0.49954474,1.9136374;-0.09918527,-0.72460145,1.9204073;-0.089732066,-0.78462124,1.8347839;0.058557324,-0.050204255,1.8992302;0.100276545,-0.47547,1.8111663;0.14079751,-0.7614054,1.7883584;0.15493795,-0.80453676,1.6935849;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
964;-0.022918079,0.027506415,1.9032117;-0.028776018,0.08912016,1.9598447;-0.040858556,0.4481734,1.9605949;-0.046663757,0.64701235,1.9453254;-0.212542,0.32137716,1.9431621;-0.26479542,0.09407557,1.97503;-0.29850316,-0.02473238,2.1602747;-0.3058441,-0.08326207,2.2292607;0.13508604,0.3189835,1.9635221;0.19310005,0.08360593,2.0177562;0.20175189,-0.07225213,2.1457105;0.2094548,-0.09836228,2.2046885;-0.09799458,-0.05000591,1.8813499;-0.104105346,-0.49971926,1.9132876;-0.09495146,-0.7272889,1.9255848;-0.08693837,-0.784605,1.8371022;0.058494903,-0.050291043,1.8992858;0.10042453,-0.47558007,1.8117464;0.14007902,-0.75959986,1.7892305;0.15439253,-0.8027745,1.6940361;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
995;-0.022992004,0.027396034,1.9032987;-0.028873364,0.08897777,1.9599459;-0.04089607,0.44793504,1.9607784;-0.046618503,0.6468761,1.9453549;-0.21256354,0.32123703,1.9432694;-0.26489952,0.093462914,1.9755828;-0.2968076,-0.02767676,2.1588893;-0.30369204,-0.08442144,2.2265596;0.13516891,0.31875548,1.9638562;0.19306393,0.08341462,2.0178993;0.20168778,-0.07218467,2.146402;0.20961271,-0.09829475,2.2052164;-0.09811597,-0.050203685,1.8814356;-0.10420799,-0.4998312,1.9130697;-0.08502575,-0.74065685,1.9415623;-0.07795135,-0.7957012,1.8489972;0.058433846,-0.05037564,1.8993686;0.102679014,-0.4735077,1.8082303;0.14091524,-0.7574236,1.7880211;0.1556803,-0.8006344,1.6919754;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1026;-0.02305896,0.027282469,1.9034028;-0.028963389,0.08883618,1.9600633;-0.04092891,0.44771376,1.9609652;-0.046526484,0.646739,1.9454423;-0.21258268,0.3210989,1.9433764;-0.26499072,0.09281642,1.9761659;-0.2955859,-0.029699624,2.157813;-0.30249527,-0.08307403,2.2238734;0.13524732,0.3185141,1.9641895;0.1930238,0.083283514,2.017992;0.20168065,-0.07215151,2.1468837;0.20963712,-0.098465376,2.2054994;-0.09822265,-0.050409682,1.8815304;-0.10178832,-0.50557554,1.919698;-0.09459151,-0.7543459,1.9227073;-0.08391966,-0.7982288,1.8360714;0.05838002,-0.050454237,1.8994824;0.10625495,-0.4700711,1.8012967;0.14374419,-0.75587374,1.7832886;0.15905611,-0.7990116,1.6861776;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1058;-0.023111785,0.027169928,1.9035188;-0.029036751,0.0886983,1.9601922;-0.040947977,0.44750464,1.961164;-0.046389654,0.646597,1.9455669;-0.21258403,0.32095635,1.943497;-0.26507393,0.092211075,1.9767343;-0.2947151,-0.03087043,2.1567805;-0.30201098,-0.08002735,2.2210114;0.13533056,0.31826568,1.9645221;0.19298875,0.083184466,2.0180626;0.20170575,-0.072135955,2.1472478;0.2095877,-0.098727696,2.2056618;-0.09830409,-0.050613347,1.8816302;-0.101063415,-0.5069132,1.921727;-0.09874802,-0.75816107,1.9145207;-0.08808487,-0.79881734,1.8273722;0.058338545,-0.05052245,1.899613;0.1100472,-0.4664876,1.7931591;0.14680251,-0.75509405,1.7779901;0.16232945,-0.79833573,1.6804911;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1104;-0.023144657,0.027046433,1.9036514;-0.029084777,0.08854601,1.9603418;-0.04092008,0.44727385,1.96143;-0.046248257,0.64646393,1.9456979;-0.21256141,0.32078543,1.9436487;-0.2651243,0.0915224,1.9774846;-0.29414245,-0.031437084,2.1559339;-0.3291559,-0.023716148,2.192717;0.13541982,0.3180045,1.9648545;0.19295596,0.08311238,2.018104;0.20175639,-0.07212641,2.14751;0.20957145,-0.09884226,2.2058024;-0.09835457,-0.050830316,1.8817296;-0.100584306,-0.50946087,1.922968;-0.08869851,-0.7619833,1.9281954;-0.080459155,-0.8065048,1.8355141;0.058311574,-0.050590325,1.8997661;0.112769105,-0.46404204,1.7870477;0.14948943,-0.7550816,1.7731702;0.16516793,-0.7985476,1.675264;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1120;-0.023161674,0.026924757,1.9037844;-0.029115712,0.08838842,1.9604962;-0.040845904,0.44698748,1.9617674;-0.046095736,0.6463214,1.9458323;-0.2124829,0.3205622,1.9438586;-0.26511148,0.09082733,1.9782703;-0.2938059,-0.031522382,2.1552427;-0.3296651,-0.019431572,2.1906178;0.13559936,0.31769714,1.9652915;0.1930497,0.082896814,2.018392;0.20219685,-0.08004212,2.1404343;0.20901066,-0.10189565,2.2030334;-0.098381706,-0.051045597,1.8818222;-0.100230925,-0.51204556,1.9236615;-0.082823105,-0.7648568,1.9368238;-0.07415116,-0.8138133,1.8429314;0.05829814,-0.05065196,1.899917;0.11448752,-0.46249193,1.7830745;0.15175305,-0.7556352,1.7692229;0.16761202,-0.7993958,1.6708603;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1167;-0.023158329,0.026794594,1.9039066;-0.029119328,0.08820963,1.9606478;-0.04071156,0.44661787,1.9621999;-0.045873534,0.64609396,1.9459766;-0.21228376,0.32023644,1.944168;-0.26499578,0.09017364,1.9789014;-0.29277965,-0.032379057,2.1547196;-0.318004,-0.033646353,2.195328;0.13582805,0.31733304,1.965743;0.19361937,0.08211277,2.0193954;0.20290379,-0.08993503,2.1328616;0.20856288,-0.107041605,2.1989334;-0.09837482,-0.051274236,1.8818933;-0.10004855,-0.5130895,1.9234753;-0.079578586,-0.76474977,1.9416447;-0.070152536,-0.8178139,1.8478912;0.058297914,-0.050709423,1.9000406;0.11554401,-0.46154335,1.7806218;0.15329328,-0.75652105,1.7662312;0.1692271,-0.80061305,1.6674229;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1198;-0.023016632,0.026593467,1.9040222;-0.029023694,0.08793685,1.9607918;-0.04029051,0.44593757,1.9627643;-0.045290627,0.6451242,1.9459707;-0.21173954,0.31952113,1.9443833;-0.2645045,0.08933776,1.9789898;-0.2913867,-0.03345899,2.1539297;-0.3077433,-0.04764848,2.1993504;0.1365821,0.31663984,1.9669089;0.19566892,0.0807383,2.022731;0.21734196,-0.07404353,2.1598792;0.21508439,-0.09971625,2.2118413;-0.0979741,-0.05179053,1.8816315;-0.100300245,-0.5123894,1.9169316;-0.07720782,-0.7624768,1.9443237;-0.06676354,-0.8204808,1.8516814;0.058436673,-0.05084563,1.9002553;0.11529712,-0.46335328,1.7850617;0.15399998,-0.7585681,1.7645134;0.17000659,-0.8020922,1.6652348;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1229;-0.02257429,0.026265286,1.904088;-0.02871016,0.087529145,1.9608889;-0.039557476,0.445056,1.9632981;-0.044429313,0.64387846,1.9458592;-0.2107643,0.31853348,1.9444795;-0.26238903,0.08714012,1.9782064;-0.28951833,-0.03448659,2.152714;-0.30173424,-0.055988163,2.2018723;0.137946,0.3158275,1.9685106;0.19772945,0.07939622,2.0256445;0.2222562,-0.073216006,2.1647573;0.21907617,-0.099118575,2.2155876;-0.09699973,-0.05258668,1.8808889;-0.10027596,-0.51123756,1.9103491;-0.07517458,-0.75879294,1.9454707;-0.06396237,-0.82193184,1.854384;0.05886521,-0.051117204,1.9005594;0.11424591,-0.4662109,1.7910258;0.1520187,-0.76108414,1.7662928;0.16779543,-0.80482984,1.6668468;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1261;-0.021838177,0.025834797,1.9040235;-0.028164204,0.08701167,1.9608874;-0.03858705,0.44417566,1.963796;-0.043564428,0.64273286,1.9457288;-0.20949061,0.3174599,1.9444729;-0.2602097,0.08555578,1.9769931;-0.2885357,-0.034098327,2.152056;-0.29899818,-0.058531184,2.2034268;0.139408,0.3151511,1.9699892;0.19978806,0.07829803,2.0272992;0.22715732,-0.07045253,2.1699297;0.2242791,-0.09624139,2.2207868;-0.09579699,-0.053421646,1.8799515;-0.09979052,-0.5102483,1.9045258;-0.07370268,-0.75669265,1.9460931;-0.06156661,-0.823248,1.856723;0.05951657,-0.05144788,1.9007534;0.11316795,-0.46881345,1.7959924;0.1491674,-0.7628829,1.7696371;0.16455363,-0.80708814,1.6704937;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1292;-0.020829294,0.02540054,1.9037992;-0.027390527,0.08648315,1.9607552;-0.037446845,0.4434227,1.9641824;-0.04272909,0.6418053,1.9456271;-0.20777802,0.31642818,1.9443281;-0.25813103,0.08434332,1.9757142;-0.2870973,-0.03363639,2.151388;-0.2960085,-0.06077721,2.2049813;0.14077486,0.3146501,1.9711684;0.2010594,0.07764394,2.027903;0.22954175,-0.069574416,2.171974;0.2288144,-0.0936767,2.2232819;-0.09431782,-0.054149766,1.8787547;-0.098703146,-0.50873286,1.899365;-0.07316452,-0.7501313,1.9410787;-0.059979983,-0.8227164,1.8568528;0.060319245,-0.051752836,1.9008601;0.1123675,-0.47072485,1.7996291;0.14632012,-0.7646217,1.7732489;0.16130863,-0.8092939,1.674612;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1323;-0.019355712,0.025078578,1.9032784;-0.02621747,0.08602175,1.9603761;-0.03612888,0.4428236,1.9643952;-0.04181481,0.64109176,1.9455736;-0.20584,0.3155273,1.9440473;-0.25608516,0.08346432,1.9744333;-0.28558826,-0.03283314,2.15073;-0.29370454,-0.062152542,2.20617;0.14240597,0.3144465,1.9721557;0.20329918,0.07684202,2.027746;0.23234542,-0.06724215,2.1737843;0.23498276,-0.08705342,2.2272532;-0.09240753,-0.054649163,1.8771508;-0.09756318,-0.50751823,1.8954678;-0.079078026,-0.7457069,1.9154944;-0.06320566,-0.8165411,1.8403262;0.061519623,-0.051972944,1.900776;0.11191933,-0.47208157,1.8023976;0.14406954,-0.76615465,1.7767754;0.15876098,-0.81123,1.6787263;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1354;-0.01743349,0.024887275,1.9025216;-0.02459996,0.08567322,1.9597725;-0.034530982,0.44242647,1.964416;-0.04072298,0.640578,1.9455179;-0.20378517,0.31482223,1.9436123;-0.252252,0.08301178,1.9717108;-0.28221735,-0.03149733,2.1496482;-0.29121944,-0.063422374,2.2073097;0.14424683,0.31451857,1.9728779;0.20484193,0.07640405,2.027585;0.27796847,0.040759534,2.1916974;0.29821402,0.040394455,2.2517264;-0.090222344,-0.054954983,1.8753716;-0.096373655,-0.5064803,1.8924584;-0.076448224,-0.74671423,1.9178334;-0.06049394,-0.818436,1.8426589;0.0632058,-0.052087363,1.9005312;0.111823015,-0.47316143,1.805111;0.14229116,-0.76777977,1.7805465;0.156762,-0.8132115,1.6830432;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1386;-0.015266557,0.024864541,1.9016333;-0.022653906,0.085516416,1.9590193;-0.03240982,0.44242823,1.964279;-0.039516307,0.6402828,1.9454578;-0.20157525,0.31436792,1.9430287;-0.2501592,0.08283794,1.9702134;-0.28022864,-0.03081704,2.1490362;-0.28896517,-0.0644025,2.2082934;0.1462666,0.31476808,1.9733081;0.20655912,0.07614916,2.0271256;0.30708706,0.1167386,2.2013288;0.33796847,0.13038582,2.2654088;-0.088053726,-0.055057354,1.873666;-0.09528695,-0.5055822,1.8901913;-0.07896838,-0.75537026,1.910006;-0.06412791,-0.82390517,1.8315172;0.065208994,-0.052044943,1.9001396;0.11217106,-0.4745684,1.8110454;0.14123923,-0.7694816,1.7835505;0.15563288,-0.81460816,1.6859372;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1433;-0.013127668,0.025004698,1.9007004;-0.020630892,0.085548244,1.9581971;-0.03019152,0.44273284,1.9640445;-0.03831126,0.64019644,1.9454268;-0.19960716,0.3141225,1.9424466;-0.24840252,0.08282648,1.9689182;-0.278486,-0.028965738,2.1488664;-0.28713793,-0.06353076,2.2098339;0.14823052,0.3152056,1.9734492;0.20831545,0.07616101,2.02638;0.31721038,0.1430935,2.204743;0.3519654,0.16253532,2.270302;-0.08608557,-0.05499063,1.8721449;-0.09432083,-0.5048026,1.8885294;-0.08102419,-0.7627171,1.9045918;-0.067164354,-0.82843226,1.823458;0.06729053,-0.051828463,1.8995988;0.11261203,-0.47553065,1.8157233;0.14060266,-0.7710471,1.7860066;0.15491746,-0.81577545,1.6881995;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1464;-0.011164878,0.025260214,1.8998314;-0.018687923,0.08573274,1.9574025;-0.027956314,0.4432604,1.9637313;-0.03706853,0.6404376,1.945502;-0.19782741,0.3141315,1.9418684;-0.24690893,0.08296003,1.9677964;-0.2770625,-0.02719291,2.1488261;-0.28571486,-0.062360946,2.2112625;0.15007915,0.315778,1.9733561;0.210118,0.07649258,2.0253541;0.32372695,0.159604,2.2070022;0.36058185,0.18197653,2.2733374;-0.084393285,-0.054821447,1.870857;-0.093500376,-0.5041386,1.887323;-0.082624264,-0.76871884,1.9009407;-0.06953582,-0.8320637,1.8177743;0.06924962,-0.051497146,1.8990542;0.11302068,-0.47675753,1.8244424;0.14036459,-0.77231747,1.7872642;0.15447502,-0.8163682,1.6892715;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
